shipping_id,order_id,shipping_date,shipping_method,shipping_status
2531,4681,2023-11-24,Express,Delivered
2532,206,2025-03-15,Express,Lost
2533,4509,2024-08-14,Same-day,Lost
2534,4179,2025-03-15,Express,Lost
2535,3732,2024-01-13,Express,Lost
2536,3006,2025-04-11,Express,Lost
2537,2264,2025-03-16,Standard,Lost
2538,4214,2025-04-16,Express,Shipped
2539,86,2024-09-21,Same-day,Delivered
2540,1160,2024-07-29,Standard,Pending
2541,4944,2025-07-12,Standard,Delivered
2542,1900,2023-10-04,Express,Lost
2543,1631,2023-09-25,Express,Shipped
2544,3016,2024-07-20,Express,Shipped
2545,4467,2024-10-25,Express,Lost
2546,1891,2025-07-16,Express,Shipped
2547,4125,2024-04-26,Express,Pending
2548,2442,2025-04-27,Express,Shipped
2549,1574,2025-05-06,Same-day,Lost
2550,678,2024-12-01,Same-day,Lost
2551,35,2023-08-09,Standard,Delivered
2552,3345,2023-09-03,Same-day,Delivered
2553,2967,2025-06-18,Same-day,Shipped
2554,3676,2024-02-18,Standard,Lost
2555,1961,2025-07-17,Express,Lost
2556,2673,2024-12-19,Standard,Shipped
2557,692,2024-11-03,Standard,Pending
2558,3933,2024-06-15,Standard,Pending
2559,2552,2025-05-24,Standard,Pending
2560,2770,2024-12-17,Express,Shipped
2561,2079,2025-02-15,Standard,Delivered
2562,3092,2023-12-27,Standard,Delivered
2563,4702,2024-06-02,Same-day,Pending
2564,1784,2025-01-21,Same-day,Delivered
2565,2828,2023-07-22,Same-day,Lost
2566,1001,2024-12-02,Express,Pending
2567,213,2023-12-31,Same-day,Lost
2568,1335,2025-06-14,Express,Lost
2569,668,2025-04-19,Express,Pending
2570,2493,2023-07-25,Same-day,Delivered
2571,386,2023-11-23,Express,Pending
2572,725,2023-09-27,Same-day,Pending
2573,1234,2024-05-22,Same-day,Shipped
2574,4449,2025-02-21,Same-day,Delivered
2575,2004,2024-09-07,Same-day,Pending
2576,1552,2024-06-23,Standard,Delivered
2577,711,2023-08-06,Same-day,Lost
2578,4681,2024-08-29,Same-day,Pending
2579,2707,2025-06-04,Same-day,Delivered
2580,3012,2024-04-28,Standard,Lost
2581,4205,2023-11-03,Standard,Pending
2582,4776,2025-05-08,Express,Lost
2583,3951,2025-07-12,Standard,Pending
2584,4639,2024-07-06,Express,Pending
2585,4737,2023-09-11,Same-day,Pending
2586,98,2025-01-02,Same-day,Delivered
2587,1807,2024-03-14,Standard,Lost
2588,2777,2025-01-14,Standard,Shipped
2589,4939,2024-03-07,Standard,Pending
2590,3718,2023-10-19,Express,Delivered
2591,819,2025-04-20,Standard,Shipped
2592,4037,2023-08-26,Same-day,Pending
2593,4039,2024-07-19,Express,Lost
2594,668,2024-10-06,Same-day,Lost
2595,3981,2024-03-11,Same-day,Pending
2596,220,2023-09-18,Same-day,Delivered
2597,1575,2025-01-19,Express,Lost
2598,268,2024-02-27,Standard,Delivered
2599,2830,2024-03-28,Standard,Delivered
2600,3366,2023-11-07,Standard,Delivered
2601,4099,2024-04-17,Same-day,Pending
2602,3702,2023-08-27,Express,Lost
2603,467,2024-04-26,Express,Pending
2604,4696,2024-01-09,Same-day,Pending
2605,2486,2023-12-01,Standard,Delivered
2606,604,2024-01-04,Standard,Lost
2607,1062,2024-03-13,Standard,Delivered
2608,2078,2024-11-01,Same-day,Pending
2609,3130,2025-04-15,Express,Pending
2610,40,2024-07-15,Express,Shipped
2611,2704,2025-03-04,Standard,Lost
2612,764,2024-03-05,Same-day,Lost
2613,3213,2023-11-30,Standard,Lost
2614,2076,2024-09-01,Standard,Pending
2615,4431,2025-02-19,Standard,Pending
2616,1900,2024-12-18,Standard,Lost
2617,4549,2023-11-17,Standard,Pending
2618,4839,2024-02-22,Express,Delivered
2619,2628,2023-10-16,Express,Pending
2620,1711,2024-09-29,Express,Pending
2621,1959,2024-02-19,Standard,Delivered
2622,3672,2024-03-25,Same-day,Shipped
2623,3156,2025-02-20,Standard,Lost
2624,4577,2024-05-31,Express,Pending
2625,2121,2024-02-27,Same-day,Shipped
2626,945,2025-02-20,Standard,Shipped
2627,4566,2024-07-16,Express,Lost
2628,3716,2024-03-03,Same-day,Lost
2629,3308,2024-03-09,Same-day,Pending
2630,3748,2024-12-19,Standard,Pending
2631,3808,2023-12-31,Same-day,Delivered
2632,3569,2024-02-06,Express,Shipped
2633,497,2025-05-21,Same-day,Shipped
2634,77,2024-11-01,Same-day,Delivered
2635,3177,2023-09-13,Same-day,Pending
2636,2293,2023-08-06,Standard,Shipped
2637,1839,2025-02-27,Standard,Delivered
2638,2541,2025-05-15,Express,Lost
2639,2660,2024-04-06,Same-day,Pending
2640,4810,2025-04-08,Same-day,Delivered
2641,3728,2025-02-16,Express,Delivered
2642,1911,2023-12-28,Standard,Pending
2643,656,2024-10-28,Express,Lost
2644,3871,2023-08-28,Express,Pending
2645,1937,2024-06-27,Standard,Lost
2646,366,2024-10-02,Same-day,Pending
2647,1865,2025-06-03,Standard,Lost
2648,1850,2025-04-17,Same-day,Pending
2649,1451,2025-01-16,Same-day,Pending
2650,2165,2024-04-25,Same-day,Pending
2651,4753,2024-09-19,Standard,Delivered
2652,3443,2024-03-12,Same-day,Lost
2653,3697,2024-02-09,Express,Shipped
2654,2731,2023-09-25,Same-day,Delivered
2655,4095,2024-04-22,Express,Delivered
2656,2163,2025-01-31,Standard,Delivered
2657,2788,2023-09-24,Same-day,Delivered
2658,953,2024-12-26,Express,Delivered
2659,3,2023-08-07,Same-day,Shipped
2660,2476,2023-08-09,Express,Delivered
2661,4447,2023-08-14,Standard,Pending
2662,2302,2024-06-24,Express,Delivered
2663,4370,2025-03-14,Standard,Delivered
2664,354,2023-10-01,Same-day,Pending
2665,4806,2024-05-15,Standard,Shipped
2666,2487,2024-05-11,Same-day,Shipped
2667,3595,2024-08-04,Express,Shipped
2668,1780,2025-05-28,Same-day,Lost
2669,960,2023-08-22,Standard,Delivered
2670,4436,2024-04-05,Same-day,Delivered
2671,760,2023-09-16,Standard,Delivered
2672,2822,2024-01-26,Same-day,Delivered
2673,3171,2024-03-30,Standard,Delivered
2674,161,2025-02-06,Same-day,Lost
2675,2793,2024-06-26,Same-day,Delivered
2676,2372,2025-03-13,Express,Pending
2677,1329,2024-01-22,Standard,Shipped
2678,3963,2023-10-18,Express,Delivered
2679,422,2024-10-28,Same-day,Pending
2680,3728,2023-08-01,Standard,Delivered
2681,4869,2024-05-27,Same-day,Lost
2682,4782,2025-03-29,Express,Pending
2683,2949,2025-06-14,Standard,Shipped
2684,4750,2024-02-25,Standard,Delivered
2685,2449,2023-12-07,Same-day,Shipped
2686,3911,2024-03-15,Standard,Pending
2687,3388,2024-04-18,Standard,Shipped
2688,962,2025-04-25,Standard,Shipped
2689,862,2024-12-29,Standard,Lost
2690,881,2024-10-31,Standard,Delivered
2691,420,2025-06-28,Express,Lost
2692,3966,2024-08-21,Same-day,Pending
2693,4720,2024-06-18,Express,Delivered
2694,3873,2024-12-24,Standard,Lost
2695,3213,2023-10-03,Standard,Delivered
2696,2513,2024-06-30,Standard,Pending
2697,3683,2025-03-22,Same-day,Lost
2698,2966,2025-01-25,Express,Pending
2699,2376,2023-08-19,Standard,Delivered
2700,2877,2024-01-05,Same-day,Lost
2701,3427,2025-04-24,Standard,Pending
2702,2797,2024-01-09,Standard,Delivered
2703,3780,2025-02-17,Express,Pending
2704,1228,2025-03-16,Same-day,Lost
2705,4193,2024-05-29,Standard,Delivered
2706,4631,2024-12-09,Express,Shipped
2707,3735,2023-10-05,Express,Delivered
2708,1243,2024-01-29,Express,Pending
2709,1364,2024-02-29,Same-day,Shipped
2710,3174,2025-04-19,Same-day,Shipped
2711,4724,2025-06-22,Express,Lost
2712,1722,2025-05-24,Express,Delivered
2713,2426,2024-08-09,Standard,Shipped
2714,4153,2024-06-24,Same-day,Delivered
2715,2768,2025-05-08,Express,Delivered
2716,2199,2024-02-18,Express,Shipped
2717,203,2025-01-19,Same-day,Pending
2718,1665,2025-05-04,Standard,Delivered
2719,4752,2025-05-03,Express,Lost
2720,86,2024-05-05,Express,Pending
2721,4988,2025-02-04,Standard,Pending
2722,4158,2024-02-02,Standard,Shipped
2723,2113,2024-06-26,Same-day,Delivered
2724,3115,2024-11-07,Standard,Lost
2725,4329,2025-01-15,Express,Pending
2726,2858,2024-08-12,Same-day,Delivered
2727,3415,2025-01-04,Standard,Delivered
2728,94,2025-05-19,Same-day,Pending
2729,3555,2024-03-06,Standard,Shipped
2730,3105,2025-01-08,Same-day,Shipped
2731,4835,2024-09-04,Standard,Shipped
2732,4895,2025-04-10,Standard,Pending
2733,1491,2024-09-07,Express,Delivered
2734,3341,2025-02-11,Same-day,Lost
2735,555,2024-08-22,Express,Delivered
2736,1790,2025-04-21,Standard,Pending
2737,4255,2023-08-21,Express,Lost
2738,1084,2024-12-14,Express,Lost
2739,3357,2023-08-21,Express,Pending
2740,4489,2025-05-14,Same-day,Delivered
2741,3903,2024-08-27,Standard,Pending
2742,277,2023-10-12,Standard,Shipped
2743,3628,2024-10-09,Standard,Shipped
2744,3611,2025-05-22,Standard,Delivered
2745,3738,2024-01-02,Same-day,Lost
2746,3597,2025-03-10,Express,Shipped
2747,4884,2025-03-07,Standard,Lost
2748,3069,2024-06-10,Same-day,Lost
2749,3838,2023-08-05,Standard,Lost
2750,335,2023-07-30,Same-day,Shipped
2751,1681,2023-08-31,Standard,Shipped
2752,4666,2024-05-01,Standard,Lost
2753,4629,2025-05-20,Same-day,Lost
2754,3329,2024-03-23,Same-day,Pending
2755,1183,2025-06-25,Standard,Lost
2756,3083,2024-03-26,Same-day,Delivered
2757,1826,2024-09-11,Same-day,Shipped
2758,4072,2023-12-28,Same-day,Pending
2759,3838,2025-07-11,Standard,Shipped
2760,4828,2023-12-20,Same-day,Lost
2761,1506,2024-06-17,Same-day,Shipped
2762,3638,2025-03-04,Same-day,Lost
2763,572,2023-12-13,Standard,Delivered
2764,700,2024-10-30,Standard,Shipped
2765,452,2024-05-04,Standard,Lost
2766,3587,2023-12-12,Standard,Shipped
2767,1953,2023-11-12,Express,Delivered
2768,2930,2025-04-10,Express,Lost
2769,1010,2025-05-26,Same-day,Shipped
2770,1066,2024-12-28,Same-day,Delivered
2771,4538,2024-07-04,Same-day,Shipped
2772,4892,2024-07-26,Express,Shipped
2773,3437,2025-05-31,Same-day,Shipped
2774,1413,2023-09-03,Same-day,Pending
2775,1536,2024-08-31,Standard,Delivered
2776,267,2023-12-25,Standard,Shipped
2777,3334,2024-05-09,Express,Pending
2778,4421,2024-06-12,Standard,Pending
2779,1376,2024-11-10,Standard,Shipped
2780,2355,2024-05-24,Standard,Lost
2781,1653,2024-05-24,Express,Shipped
2782,1344,2023-09-10,Same-day,Shipped
2783,1900,2025-05-21,Express,Delivered
2784,1578,2025-03-14,Same-day,Shipped
2785,1982,2025-05-20,Express,Pending
2786,426,2024-02-04,Same-day,Lost
2787,1173,2024-03-27,Same-day,Pending
2788,1767,2024-04-21,Same-day,Lost
2789,4829,2025-03-04,Same-day,Pending
2790,1883,2024-02-13,Same-day,Pending
2791,2067,2023-08-01,Same-day,Shipped
2792,2294,2025-05-17,Standard,Pending
2793,3106,2024-03-23,Standard,Shipped
2794,185,2025-03-09,Same-day,Lost
2795,3287,2025-05-28,Same-day,Shipped
2796,226,2024-05-01,Express,Delivered
2797,3096,2024-07-25,Same-day,Delivered
2798,4637,2025-01-28,Standard,Pending
2799,2119,2024-06-07,Same-day,Delivered
2800,1857,2025-06-14,Express,Shipped
2801,19,2024-07-26,Same-day,Lost
2802,3268,2024-01-23,Standard,Lost
2803,2817,2025-05-26,Express,Lost
2804,1070,2024-10-01,Express,Lost
2805,1563,2025-02-17,Standard,Delivered
2806,2794,2024-11-11,Express,Pending
2807,3586,2024-07-07,Standard,Shipped
2808,4405,2025-05-24,Standard,Shipped
2809,3210,2024-05-06,Standard,Shipped
2810,2647,2023-12-13,Standard,Delivered
2811,1152,2025-02-09,Standard,Shipped
2812,4906,2024-07-13,Standard,Delivered
2813,2503,2023-11-30,Express,Delivered
2814,741,2023-12-25,Standard,Pending
2815,1119,2024-01-29,Same-day,Delivered
2816,4144,2023-07-23,Standard,Lost
2817,2816,2024-12-17,Express,Shipped
2818,1987,2025-02-08,Express,Lost
2819,3952,2024-01-21,Standard,Pending
2820,398,2023-11-11,Same-day,Lost
2821,271,2025-04-16,Same-day,Pending
2822,3134,2025-07-17,Standard,Pending
2823,2171,2025-06-12,Express,Lost
2824,2080,2025-01-31,Express,Shipped
2825,4351,2025-01-16,Same-day,Delivered
2826,4553,2025-06-01,Express,Delivered
2827,2756,2024-01-03,Standard,Pending
2828,2354,2024-11-16,Same-day,Delivered
2829,4356,2025-07-16,Same-day,Delivered
2830,3923,2025-01-17,Standard,Lost
2831,2791,2024-02-26,Same-day,Delivered
2832,2011,2024-09-13,Same-day,Lost
2833,874,2024-09-10,Express,Lost
2834,954,2025-05-30,Standard,Pending
2835,4741,2023-09-13,Express,Lost
2836,4263,2024-06-28,Standard,Pending
2837,81,2024-04-26,Same-day,Pending
2838,2097,2024-02-23,Standard,Shipped
2839,1366,2024-01-14,Express,Delivered
2840,2967,2025-01-28,Express,Delivered
2841,2868,2025-06-01,Same-day,Lost
2842,2548,2024-02-17,Express,Lost
2843,1173,2024-01-10,Express,Lost
2844,4337,2023-07-29,Express,Pending
2845,53,2025-01-26,Same-day,Lost
2846,2655,2023-10-09,Express,Lost
2847,2029,2025-07-12,Standard,Lost
2848,3638,2025-03-17,Express,Shipped
2849,3361,2025-04-29,Standard,Lost
2850,2480,2024-09-22,Same-day,Delivered
2851,1082,2025-01-11,Same-day,Shipped
2852,2992,2023-08-18,Same-day,Shipped
2853,2729,2024-02-10,Express,Delivered
2854,245,2024-12-05,Same-day,Pending
2855,3930,2024-09-11,Standard,Delivered
2856,4565,2024-12-12,Express,Shipped
2857,3476,2025-07-16,Standard,Delivered
2858,4511,2025-05-01,Same-day,Shipped
2859,4343,2025-07-11,Express,Delivered
2860,3659,2024-01-03,Express,Pending
2861,4460,2024-12-16,Express,Shipped
2862,3252,2024-09-19,Express,Pending
2863,225,2025-06-09,Express,Delivered
2864,1479,2023-12-04,Same-day,Lost
2865,345,2024-08-12,Same-day,Shipped
2866,1874,2023-09-17,Standard,Pending
2867,4835,2023-11-21,Same-day,Delivered
2868,1066,2023-10-11,Same-day,Lost
2869,1383,2025-07-06,Same-day,Lost
2870,1003,2024-06-12,Same-day,Lost
2871,2041,2024-10-09,Express,Shipped
2872,616,2023-09-15,Same-day,Lost
2873,3937,2025-01-08,Same-day,Pending
2874,281,2025-03-27,Standard,Delivered
2875,763,2025-03-09,Express,Delivered
2876,2671,2024-03-21,Express,Lost
2877,4590,2025-06-16,Standard,Lost
2878,3288,2024-07-29,Same-day,Shipped
2879,3398,2023-10-21,Express,Lost
2880,1711,2024-04-11,Standard,Delivered
2881,4849,2023-09-21,Express,Shipped
2882,4725,2023-12-30,Standard,Pending
2883,1080,2024-11-07,Same-day,Shipped
2884,4424,2023-10-28,Same-day,Shipped
2885,3867,2024-11-18,Same-day,Shipped
2886,4636,2023-08-21,Standard,Delivered
2887,4297,2025-06-02,Express,Pending
2888,3966,2024-04-17,Same-day,Lost
2889,1307,2023-10-08,Express,Pending
2890,4255,2024-08-20,Express,Pending
2891,4072,2024-09-19,Same-day,Lost
2892,1663,2024-09-05,Express,Delivered
2893,625,2024-10-20,Express,Delivered
2894,2062,2023-07-27,Standard,Shipped
2895,1291,2025-07-18,Express,Shipped
2896,2538,2024-07-21,Standard,Pending
2897,4649,2024-05-22,Same-day,Delivered
2898,2968,2024-11-29,Same-day,Delivered
2899,3349,2025-05-05,Same-day,Delivered
2900,1423,2024-05-22,Express,Shipped
2901,4721,2024-12-30,Express,Delivered
2902,927,2025-01-08,Express,Pending
2903,3883,2024-09-17,Express,Delivered
2904,4731,2024-03-10,Same-day,Lost
2905,3214,2024-02-19,Standard,Delivered
2906,2538,2025-07-10,Same-day,Pending
2907,2462,2025-06-19,Express,Delivered
2908,941,2024-05-08,Standard,Pending
2909,3499,2024-01-28,Standard,Delivered
2910,69,2024-05-15,Standard,Pending
2911,1921,2023-10-09,Express,Lost
2912,1595,2024-11-08,Express,Lost
2913,1498,2024-07-04,Express,Delivered
2914,4440,2024-06-01,Standard,Shipped
2915,4561,2024-06-25,Same-day,Lost
2916,4150,2024-06-18,Same-day,Lost
2917,55,2024-12-05,Express,Delivered
2918,3859,2025-06-09,Standard,Delivered
2919,37,2024-03-13,Express,Lost
2920,159,2025-02-05,Express,Pending
2921,2656,2025-01-21,Same-day,Lost
2922,644,2025-04-03,Same-day,Delivered
2923,339,2025-02-07,Express,Delivered
2924,1465,2024-11-07,Same-day,Pending
2925,4318,2025-03-31,Express,Delivered
2926,3995,2024-06-18,Same-day,Shipped
2927,2558,2024-02-27,Standard,Pending
2928,2773,2024-08-11,Standard,Pending
2929,650,2025-06-06,Same-day,Delivered
2930,1230,2024-08-20,Express,Delivered
2931,174,2025-03-18,Standard,Lost
2932,1206,2023-07-22,Same-day,Lost
2933,1305,2024-02-11,Express,Shipped
2934,30,2023-12-26,Express,Shipped
2935,674,2025-03-25,Standard,Lost
2936,4007,2024-11-24,Standard,Delivered
2937,2957,2025-03-31,Express,Pending
2938,2438,2025-02-21,Express,Pending
2939,3003,2025-05-07,Standard,Lost
2940,2225,2024-09-13,Same-day,Pending
2941,548,2024-03-29,Same-day,Delivered
2942,3264,2024-07-26,Express,Lost
2943,2257,2024-10-12,Express,Delivered
2944,4341,2023-10-15,Standard,Pending
2945,4082,2024-05-29,Standard,Pending
2946,1127,2024-05-14,Express,Lost
2947,559,2025-03-02,Same-day,Lost
2948,456,2024-10-12,Same-day,Delivered
2949,2205,2025-06-26,Standard,Shipped
2950,3325,2024-05-08,Express,Pending
2951,3401,2025-02-13,Express,Shipped
2952,1079,2024-04-12,Same-day,Pending
2953,3822,2023-10-26,Same-day,Delivered
2954,2618,2024-07-08,Same-day,Delivered
2955,147,2025-01-10,Same-day,Shipped
2956,801,2025-01-29,Express,Lost
2957,2913,2025-07-07,Express,Shipped
2958,1402,2025-01-21,Same-day,Shipped
2959,3324,2025-07-08,Standard,Delivered
2960,4679,2024-12-04,Standard,Shipped
2961,3665,2024-08-17,Express,Delivered
2962,2072,2023-09-04,Express,Shipped
2963,2260,2024-11-24,Express,Pending
2964,1400,2024-01-27,Standard,Delivered
2965,417,2025-06-11,Express,Pending
2966,1883,2024-12-21,Same-day,Lost
2967,3263,2023-09-30,Express,Delivered
2968,454,2025-02-17,Same-day,Lost
2969,3943,2025-04-16,Express,Delivered
2970,4380,2024-06-28,Standard,Pending
2971,2799,2024-10-31,Standard,Delivered
2972,2395,2024-09-30,Standard,Shipped
2973,4448,2025-02-22,Express,Pending
2974,1546,2024-06-16,Express,Lost
2975,1653,2024-04-01,Standard,Lost
2976,110,2025-04-30,Standard,Pending
2977,4693,2025-06-30,Standard,Delivered
2978,3052,2025-01-06,Same-day,Pending
2979,4159,2024-12-02,Standard,Delivered
2980,4043,2024-01-17,Express,Lost
2981,1162,2024-02-18,Standard,Shipped
2982,1949,2024-08-12,Express,Delivered
2983,4550,2024-12-02,Standard,Pending
2984,1771,2023-08-25,Standard,Lost
2985,3260,2025-04-06,Express,Pending
2986,4382,2024-07-26,Standard,Shipped
2987,86,2024-12-09,Express,Delivered
2988,3492,2024-02-20,Same-day,Shipped
2989,402,2024-10-16,Express,Delivered
2990,721,2024-06-12,Standard,Pending
2991,2127,2024-11-13,Standard,Shipped
2992,2750,2024-08-29,Same-day,Lost
2993,3649,2025-05-03,Express,Pending
2994,4870,2024-07-02,Same-day,Pending
2995,1258,2023-12-02,Same-day,Delivered
2996,1877,2024-06-03,Same-day,Lost
2997,1103,2024-05-14,Express,Shipped
2998,3288,2024-03-23,Same-day,Shipped
2999,3977,2024-04-20,Express,Lost
3000,619,2024-02-02,Standard,Lost
3001,2195,2023-08-28,Express,Pending
3002,4355,2023-07-22,Standard,Lost
3003,2804,2023-11-19,Standard,Pending
3004,4098,2023-07-23,Express,Pending
3005,817,2024-10-19,Standard,Lost
3006,3771,2023-11-24,Express,Delivered
3007,58,2024-10-29,Standard,Pending
3008,784,2024-06-03,Standard,Pending
3009,2990,2025-04-22,Same-day,Shipped
3010,363,2024-12-02,Express,Delivered
3011,876,2024-03-29,Same-day,Shipped
3012,4633,2024-07-26,Standard,Shipped
3013,3542,2024-05-27,Express,Lost
3014,4067,2023-10-24,Standard,Shipped
3015,4992,2023-12-19,Standard,Lost
3016,3960,2023-11-21,Standard,Shipped
3017,1084,2025-02-05,Same-day,Pending
3018,227,2024-05-16,Standard,Pending
3019,1058,2024-08-22,Same-day,Pending
3020,2871,2025-05-02,Express,Shipped
3021,604,2025-06-26,Express,Delivered
3022,4682,2024-07-11,Express,Delivered
3023,1071,2023-10-29,Standard,Delivered
3024,379,2025-03-15,Express,Shipped
3025,977,2024-06-12,Same-day,Delivered
3026,4607,2023-10-15,Same-day,Pending
3027,1268,2025-06-21,Standard,Lost
3028,4504,2024-03-25,Express,Lost
3029,2891,2024-12-03,Same-day,Shipped
3030,1035,2024-03-25,Standard,Pending
3031,1952,2025-05-09,Standard,Shipped
3032,1859,2025-01-25,Standard,Pending
3033,1224,2025-04-07,Standard,Shipped
3034,4630,2024-03-31,Same-day,Pending
3035,3687,2024-12-17,Same-day,Lost
3036,31,2024-10-30,Same-day,Shipped
3037,2201,2024-11-28,Standard,Pending
3038,4714,2024-12-01,Standard,Shipped
3039,1620,2024-10-24,Same-day,Shipped
3040,3905,2024-05-02,Standard,Pending
3041,4797,2023-09-10,Standard,Lost
3042,2790,2024-08-31,Same-day,Lost
3043,4142,2025-05-18,Express,Lost
3044,1324,2025-05-16,Express,Lost
3045,4862,2025-01-12,Same-day,Lost
3046,845,2024-07-10,Standard,Lost
3047,2816,2024-06-03,Same-day,Lost
3048,4388,2023-10-18,Standard,Pending
3049,3048,2024-04-16,Express,Lost
3050,2644,2025-05-10,Same-day,Delivered
3051,1024,2023-10-14,Same-day,Lost
3052,634,2023-11-23,Standard,Lost
3053,3518,2023-12-20,Express,Delivered
3054,1729,2024-03-11,Standard,Delivered
3055,4951,2024-10-10,Same-day,Delivered
3056,3635,2024-01-29,Express,Delivered
3057,683,2023-10-09,Same-day,Delivered
3058,2314,2024-05-17,Standard,Shipped
3059,4928,2023-09-12,Express,Pending
3060,1351,2023-11-12,Same-day,Delivered
3061,159,2023-12-22,Standard,Shipped
3062,3823,2023-11-09,Same-day,Delivered
3063,2739,2024-12-04,Same-day,Delivered
3064,3765,2025-02-15,Express,Pending
3065,2480,2025-07-08,Express,Delivered
3066,907,2024-10-10,Same-day,Shipped
3067,2538,2023-11-17,Same-day,Shipped
3068,1504,2023-10-23,Standard,Shipped
3069,2450,2024-01-11,Same-day,Pending
3070,4599,2023-12-10,Express,Lost
3071,3832,2025-04-11,Standard,Pending
3072,1952,2024-05-01,Standard,Delivered
3073,4775,2023-11-08,Standard,Delivered
3074,3376,2024-03-11,Standard,Pending
3075,1299,2025-04-03,Express,Pending
3076,3158,2024-06-27,Same-day,Shipped
3077,1068,2025-01-22,Standard,Pending
3078,2834,2025-05-18,Standard,Pending
3079,4926,2023-10-13,Standard,Pending
3080,654,2023-12-20,Standard,Pending
3081,4237,2025-03-29,Express,Shipped
3082,4469,2024-01-01,Same-day,Pending
3083,1948,2024-04-13,Same-day,Delivered
3084,575,2023-08-07,Same-day,Shipped
3085,1457,2024-05-09,Same-day,Delivered
3086,2461,2025-03-25,Same-day,Delivered
3087,4712,2023-10-20,Standard,Delivered
3088,3849,2025-04-26,Same-day,Shipped
3089,3683,2023-09-01,Standard,Lost
3090,1931,2024-01-24,Same-day,Shipped
3091,3558,2024-03-20,Standard,Pending
3092,3778,2024-08-06,Standard,Lost
3093,3933,2023-07-25,Same-day,Delivered
3094,1408,2024-06-23,Same-day,Shipped
3095,2113,2023-11-07,Express,Lost
3096,2434,2024-05-02,Standard,Pending
3097,1567,2025-02-05,Express,Lost
3098,2505,2025-03-22,Standard,Shipped
3099,1619,2024-09-29,Express,Lost
3100,2807,2023-08-27,Express,Lost
3101,2493,2023-12-14,Express,Delivered
3102,3789,2023-08-09,Same-day,Shipped
3103,4251,2025-05-18,Same-day,Delivered
3104,4059,2024-07-11,Express,Shipped
3105,1350,2024-02-06,Standard,Delivered
3106,4945,2024-06-25,Same-day,Delivered
3107,3084,2024-04-24,Express,Lost
3108,2965,2023-09-29,Express,Lost
3109,3904,2024-12-04,Same-day,Pending
3110,904,2024-01-29,Express,Shipped
3111,2766,2024-02-09,Express,Lost
3112,3327,2024-08-04,Express,Delivered
3113,2519,2025-05-01,Express,Pending
3114,1826,2023-08-27,Standard,Delivered
3115,4248,2025-04-21,Express,Pending
3116,353,2024-07-22,Standard,Lost
3117,1284,2023-12-18,Same-day,Lost
3118,4681,2025-03-17,Express,Pending
3119,385,2025-02-11,Same-day,Shipped
3120,1855,2024-04-10,Same-day,Pending
3121,2214,2025-03-12,Same-day,Delivered
3122,4375,2024-05-25,Standard,Shipped
3123,154,2024-02-14,Standard,Lost
3124,2432,2024-11-19,Same-day,Delivered
3125,1027,2024-10-30,Express,Lost
3126,2401,2024-06-28,Same-day,Pending
3127,3858,2024-10-21,Standard,Delivered
3128,4762,2023-12-30,Express,Pending
3129,3431,2024-03-30,Express,Shipped
3130,415,2025-06-06,Express,Pending
3131,251,2024-01-06,Same-day,Pending
3132,409,2025-06-29,Standard,Delivered
3133,4650,2024-10-31,Standard,Pending
3134,2352,2024-06-07,Same-day,Lost
3135,78,2023-08-29,Express,Lost
3136,4927,2024-02-09,Standard,Shipped
3137,540,2024-12-05,Express,Pending
3138,3433,2024-01-13,Standard,Delivered
3139,2903,2024-02-07,Standard,Pending
3140,3957,2023-07-29,Express,Delivered
3141,1869,2025-03-06,Same-day,Shipped
3142,3915,2023-11-24,Same-day,Delivered
3143,3402,2023-10-02,Same-day,Delivered
3144,1045,2023-11-05,Standard,Shipped
3145,2360,2024-12-25,Same-day,Lost
3146,1375,2024-12-28,Standard,Delivered
3147,3322,2025-03-28,Express,Shipped
3148,3129,2025-07-09,Standard,Delivered
3149,1134,2024-12-03,Standard,Delivered
3150,1032,2025-01-08,Express,Lost
3151,2999,2023-09-18,Express,Delivered
3152,2144,2024-04-25,Express,Delivered
3153,4866,2024-09-24,Standard,Lost
3154,1260,2023-10-14,Same-day,Delivered
3155,271,2024-06-24,Same-day,Delivered
3156,1809,2024-08-11,Same-day,Pending
3157,3380,2025-02-20,Standard,Pending
3158,4912,2025-03-01,Same-day,Shipped
3159,1892,2023-12-16,Express,Shipped
3160,435,2025-07-16,Standard,Delivered
3161,4878,2025-03-19,Standard,Shipped
3162,693,2023-09-20,Express,Delivered
3163,2199,2025-04-30,Express,Pending
3164,481,2023-11-25,Express,Delivered
3165,822,2024-05-24,Express,Pending
3166,2721,2024-10-28,Express,Lost
3167,1215,2024-05-25,Express,Lost
3168,3824,2024-01-10,Express,Delivered
3169,1981,2024-07-02,Same-day,Delivered
3170,891,2025-04-11,Standard,Delivered
3171,932,2024-03-27,Same-day,Lost
3172,3770,2024-11-05,Standard,Shipped
3173,1511,2024-06-07,Same-day,Shipped
3174,1494,2024-02-29,Same-day,Lost
3175,3245,2023-11-13,Express,Lost
3176,2546,2024-09-22,Express,Delivered
3177,540,2025-04-22,Express,Shipped
3178,2119,2024-02-12,Same-day,Shipped
3179,4026,2024-08-07,Same-day,Delivered
3180,2690,2025-06-17,Same-day,Lost
3181,3450,2024-02-28,Express,Lost
3182,4683,2025-07-09,Standard,Shipped
3183,105,2025-03-31,Same-day,Pending
3184,95,2024-02-14,Same-day,Lost
3185,539,2024-10-18,Standard,Lost
