payment_id,order_id,amount,payment_date,payment_method
2522,2000,359.0,2024-06-27,PayPal
2523,530,591.88,2024-08-10,PayPal
2524,3705,623.23,2024-10-18,PayPal
2525,180,259.3,2023-10-28,Credit Card
2526,3186,361.41,2023-09-13,PayPal
2527,4684,602.2,2025-02-01,PayPal
2528,2828,737.87,2024-01-14,Credit Card
2529,2946,898.43,2023-08-31,PayPal
2530,3121,118.3,2023-10-02,Bank Transfer
2531,168,111.0,2024-03-08,Bank Transfer
2532,4022,183.75,2024-06-14,Bank Transfer
2533,3575,906.26,2024-04-26,Credit Card
2534,3649,945.89,2023-08-16,Credit Card
2535,3475,750.95,2024-02-24,PayPal
2536,733,257.28,2024-07-11,Bank Transfer
2537,3583,561.98,2024-03-19,Bank Transfer
2538,2089,189.97,2023-09-06,Credit Card
2539,2853,31.25,2025-01-10,Credit Card
2540,1873,858.58,2024-01-07,Bank Transfer
2541,2205,158.16,2024-01-20,Credit Card
2542,3004,121.86,2024-10-29,PayPal
2543,2129,184.39,2024-04-01,PayPal
2544,3921,682.34,2023-12-17,Credit Card
2545,1296,688.25,2023-12-31,Bank Transfer
2546,1381,268.07,2024-10-23,Bank Transfer
2547,1796,880.28,2024-07-02,Credit Card
2548,4797,388.68,2024-05-04,Credit Card
2549,4237,958.53,2025-01-12,PayPal
2550,4908,909.68,2025-04-29,Credit Card
2551,4350,742.64,2024-05-12,Credit Card
2552,1604,11.49,2024-01-02,Credit Card
2553,298,544.18,2024-07-16,Credit Card
2554,3125,203.55,2024-12-04,Credit Card
2555,2987,976.4,2024-10-06,Credit Card
2556,394,301.48,2025-05-12,Bank Transfer
2557,1873,448.39,2024-04-28,PayPal
2558,738,905.8,2023-10-17,PayPal
2559,1301,28.34,2024-10-30,Bank Transfer
2560,757,507.18,2025-05-13,Bank Transfer
2561,4529,523.38,2024-07-19,PayPal
2562,411,513.49,2024-03-17,Bank Transfer
2563,2052,584.31,2023-11-08,Credit Card
2564,650,337.29,2024-10-18,Bank Transfer
2565,4303,278.25,2025-06-11,PayPal
2566,2091,30.6,2024-12-07,Credit Card
2567,3712,174.55,2024-04-04,Credit Card
2568,1221,861.58,2024-09-03,PayPal
2569,2402,617.71,2023-07-31,Bank Transfer
2570,1161,383.75,2023-09-07,Credit Card
2571,3571,512.41,2023-11-04,Credit Card
2572,2282,355.87,2024-11-11,PayPal
2573,1524,615.96,2024-06-08,Credit Card
2574,1877,876.21,2024-05-16,Credit Card
2575,3355,197.57,2024-07-04,PayPal
2576,2553,685.05,2023-12-14,PayPal
2577,1366,501.87,2025-05-08,PayPal
2578,4265,627.67,2025-02-21,Credit Card
2579,548,904.74,2025-02-14,Credit Card
2580,1900,403.29,2025-05-22,PayPal
2581,756,638.31,2023-11-22,Credit Card
2582,428,217.11,2024-09-02,PayPal
2583,4691,948.15,2024-09-28,PayPal
2584,1442,601.76,2024-03-14,Bank Transfer
2585,2362,323.37,2024-12-12,Bank Transfer
2586,4489,240.84,2024-08-19,Bank Transfer
2587,3853,193.14,2025-03-19,Credit Card
2588,3468,922.07,2023-12-27,Credit Card
2589,1376,479.42,2024-03-30,Credit Card
2590,1936,796.84,2023-12-05,PayPal
2591,141,168.42,2024-05-16,PayPal
2592,1601,365.11,2023-08-28,Credit Card
2593,4937,162.07,2023-08-09,Credit Card
2594,632,424.18,2024-04-03,Bank Transfer
2595,552,886.96,2025-03-26,Bank Transfer
2596,832,355.8,2024-01-11,Credit Card
2597,2205,92.88,2024-07-01,Credit Card
2598,1465,811.43,2024-03-14,Credit Card
2599,4375,142.48,2025-05-11,Credit Card
2600,1017,657.58,2024-07-03,PayPal
2601,3790,576.98,2025-04-29,Credit Card
2602,4534,928.17,2024-10-30,Credit Card
2603,3023,159.4,2024-04-19,PayPal
2604,1466,292.98,2024-05-09,Credit Card
2605,1252,80.62,2025-04-15,Bank Transfer
2606,4372,924.82,2025-02-16,Credit Card
2607,1531,955.5,2025-06-07,Credit Card
2608,2013,770.92,2024-01-13,Bank Transfer
2609,72,226.18,2024-12-11,Credit Card
2610,2667,160.12,2024-04-08,Credit Card
2611,1408,324.57,2025-06-15,PayPal
2612,2231,759.88,2024-04-05,PayPal
2613,4205,704.12,2024-03-17,Credit Card
2614,170,408.2,2025-05-22,Bank Transfer
2615,4104,441.53,2025-04-27,Credit Card
2616,4133,468.64,2024-08-19,Credit Card
2617,466,723.0,2023-09-19,Bank Transfer
2618,3227,162.63,2023-11-19,Bank Transfer
2619,1106,414.52,2024-12-08,Bank Transfer
2620,1369,828.4,2023-10-31,Credit Card
2621,397,725.49,2024-05-11,Credit Card
2622,3843,667.44,2025-03-22,Credit Card
2623,1278,954.42,2025-06-17,Credit Card
2624,1084,52.32,2024-08-14,PayPal
2625,1982,383.21,2024-04-24,Bank Transfer
2626,4989,341.87,2024-11-04,PayPal
2627,3009,266.62,2025-04-12,Credit Card
2628,4702,519.23,2024-01-19,Credit Card
2629,2288,649.84,2023-10-09,Bank Transfer
2630,3789,555.71,2023-11-23,Credit Card
2631,2014,106.13,2024-08-01,Credit Card
2632,3727,212.72,2025-04-09,Credit Card
2633,1435,115.9,2023-10-02,Bank Transfer
2634,901,658.15,2024-10-07,Credit Card
2635,2034,762.68,2025-02-12,PayPal
2636,1328,50.04,2024-01-18,Credit Card
2637,4965,279.89,2024-10-06,Bank Transfer
2638,347,539.09,2024-05-11,PayPal
2639,550,852.48,2023-08-24,Credit Card
2640,3092,707.33,2024-01-02,Credit Card
2641,1114,165.46,2023-08-14,Credit Card
2642,5,820.73,2024-11-19,Credit Card
2643,2353,92.87,2025-03-15,Bank Transfer
2644,3775,852.0,2023-08-13,Bank Transfer
2645,4333,103.42,2025-06-16,PayPal
2646,4014,830.55,2023-08-30,PayPal
2647,3236,784.29,2024-01-30,PayPal
2648,4509,378.39,2025-04-14,Bank Transfer
2649,4436,303.11,2024-04-13,PayPal
2650,3309,666.12,2024-08-14,PayPal
2651,4302,884.6,2023-08-07,Credit Card
2652,3823,714.12,2023-12-19,Credit Card
2653,4258,542.94,2024-01-06,PayPal
2654,2900,871.03,2024-04-12,Credit Card
2655,4961,548.01,2025-07-18,Bank Transfer
2656,4731,540.43,2024-01-04,PayPal
2657,3320,991.52,2024-02-26,PayPal
2658,2060,304.97,2025-02-07,PayPal
2659,4289,18.35,2024-07-02,Bank Transfer
2660,3340,765.94,2023-08-15,PayPal
2661,1368,118.64,2024-05-05,PayPal
2662,4122,333.45,2025-03-01,Credit Card
2663,4094,560.71,2024-04-23,Credit Card
2664,1035,67.9,2024-12-07,PayPal
2665,299,316.21,2024-09-18,Bank Transfer
2666,1695,312.54,2025-03-30,Bank Transfer
2667,602,142.23,2024-07-28,PayPal
2668,4914,838.45,2023-07-23,PayPal
2669,3011,10.95,2024-10-11,Credit Card
2670,2445,796.67,2024-03-26,PayPal
2671,947,185.88,2024-04-30,Credit Card
2672,4952,928.79,2025-04-06,Bank Transfer
2673,3379,916.41,2024-05-01,Credit Card
2674,3135,502.85,2023-10-07,Bank Transfer
2675,3080,641.9,2023-12-03,Bank Transfer
2676,2454,485.64,2024-04-16,PayPal
2677,3061,833.59,2024-01-17,Credit Card
2678,196,525.57,2024-09-06,PayPal
2679,2577,778.18,2024-01-17,PayPal
2680,3992,960.17,2025-02-05,Bank Transfer
2681,1628,641.43,2025-02-18,Bank Transfer
2682,132,288.95,2025-05-02,PayPal
2683,1766,871.51,2025-02-23,Bank Transfer
2684,3568,751.44,2023-11-17,Credit Card
2685,1206,777.32,2025-02-03,PayPal
2686,3686,127.56,2024-03-04,Bank Transfer
2687,4837,440.99,2025-03-19,Bank Transfer
2688,1146,138.01,2024-01-27,Bank Transfer
2689,2474,303.23,2024-11-10,Bank Transfer
2690,3247,188.49,2024-08-08,Bank Transfer
2691,2003,614.41,2024-07-30,PayPal
2692,1166,717.71,2024-03-23,Credit Card
2693,135,441.76,2024-02-04,Bank Transfer
2694,1861,153.38,2024-07-22,PayPal
2695,3597,84.35,2024-02-29,Credit Card
2696,2072,191.19,2025-03-12,PayPal
2697,3988,312.58,2024-08-11,PayPal
2698,3271,73.32,2023-12-04,Credit Card
2699,3821,291.48,2024-12-02,PayPal
2700,3811,615.62,2024-04-22,Bank Transfer
2701,3044,536.58,2024-08-30,Credit Card
2702,1677,797.88,2024-06-21,PayPal
2703,3796,121.64,2024-10-08,PayPal
2704,1069,735.41,2023-07-23,PayPal
2705,3407,938.28,2023-10-07,PayPal
2706,421,917.87,2023-08-13,Bank Transfer
2707,2011,572.67,2024-01-07,Credit Card
2708,1193,863.25,2024-10-18,PayPal
2709,830,867.18,2023-08-18,PayPal
2710,2421,99.15,2024-04-05,PayPal
2711,3065,864.07,2024-06-28,Credit Card
2712,436,452.05,2025-06-10,PayPal
2713,2872,827.13,2024-01-10,Credit Card
2714,3811,412.19,2025-02-27,Bank Transfer
2715,3167,613.32,2024-07-01,Bank Transfer
2716,3551,977.0,2025-06-22,Credit Card
2717,640,284.91,2024-07-19,Bank Transfer
2718,4901,693.75,2024-03-21,PayPal
2719,2409,105.57,2024-07-21,PayPal
2720,2907,169.27,2023-09-09,PayPal
2721,4199,701.33,2023-07-22,Credit Card
2722,4519,119.78,2024-02-12,PayPal
2723,3909,554.06,2023-12-25,PayPal
2724,332,66.44,2024-04-14,PayPal
2725,3928,876.43,2024-06-27,Credit Card
2726,556,428.03,2024-08-18,Credit Card
2727,2888,30.73,2025-03-17,PayPal
2728,2716,691.31,2023-10-13,Bank Transfer
2729,1585,176.41,2025-03-10,Bank Transfer
2730,2543,12.11,2024-01-21,PayPal
2731,4152,15.33,2025-01-31,Credit Card
2732,1360,936.88,2024-05-02,PayPal
2733,91,750.52,2023-09-04,PayPal
2734,830,543.85,2024-05-24,PayPal
2735,1196,201.46,2024-12-04,PayPal
2736,4601,402.07,2023-10-23,PayPal
2737,2209,874.24,2024-01-23,Bank Transfer
2738,491,13.81,2025-03-30,PayPal
2739,203,635.49,2023-11-03,Bank Transfer
2740,4174,333.37,2024-05-03,Credit Card
2741,1792,187.67,2025-02-15,PayPal
2742,4269,251.83,2024-01-31,Credit Card
2743,3042,534.17,2023-10-04,Bank Transfer
2744,198,242.59,2024-01-14,Bank Transfer
2745,3673,712.69,2024-08-25,Bank Transfer
2746,3305,935.96,2025-02-23,Bank Transfer
2747,2737,557.62,2025-05-27,Bank Transfer
2748,3771,170.22,2024-11-30,PayPal
2749,2843,423.75,2024-10-21,Credit Card
2750,2676,812.21,2024-07-12,Bank Transfer
2751,2335,179.21,2025-01-10,Bank Transfer
2752,3015,780.57,2025-05-24,Bank Transfer
2753,418,769.63,2023-09-08,PayPal
2754,4236,71.82,2023-10-15,Bank Transfer
2755,4798,456.59,2025-02-06,Credit Card
2756,1011,538.64,2025-03-09,Credit Card
2757,3592,437.87,2025-06-09,PayPal
2758,3994,824.41,2024-06-26,Credit Card
2759,3551,758.72,2025-05-06,Bank Transfer
2760,4211,934.23,2025-04-17,PayPal
2761,297,859.22,2025-05-28,PayPal
2762,4490,185.54,2023-10-15,Bank Transfer
2763,4640,560.25,2024-04-14,Credit Card
2764,4145,890.64,2024-10-22,PayPal
2765,552,883.19,2025-01-08,Credit Card
2766,1257,506.59,2024-10-08,PayPal
2767,3096,894.03,2025-06-23,PayPal
2768,2705,676.44,2024-07-27,Credit Card
2769,3604,883.94,2024-05-03,Credit Card
2770,2189,211.81,2024-02-18,Bank Transfer
2771,1180,816.41,2025-06-02,PayPal
2772,1165,413.43,2025-03-24,Bank Transfer
2773,1609,749.51,2024-03-15,Bank Transfer
2774,764,510.6,2023-11-28,PayPal
2775,3145,638.65,2024-10-29,Credit Card
2776,2260,884.44,2025-04-24,Bank Transfer
2777,3231,963.84,2025-03-03,Bank Transfer
2778,1805,913.92,2025-02-18,Bank Transfer
2779,344,752.54,2023-08-12,Credit Card
2780,361,770.28,2025-03-14,PayPal
2781,2482,185.26,2025-01-30,PayPal
2782,100,460.33,2024-01-06,Credit Card
2783,1090,255.35,2023-09-07,Bank Transfer
2784,1594,556.63,2023-08-12,PayPal
2785,3428,965.48,2023-08-11,PayPal
2786,4664,117.57,2025-03-19,Bank Transfer
2787,1587,973.42,2025-03-14,PayPal
2788,3421,197.97,2024-03-05,Bank Transfer
2789,1243,667.19,2024-08-31,Bank Transfer
2790,3498,793.19,2025-05-20,PayPal
2791,4482,209.11,2025-07-03,Credit Card
2792,4655,233.35,2025-03-22,Bank Transfer
2793,2091,612.69,2024-06-15,Bank Transfer
2794,1726,108.16,2024-04-02,Credit Card
2795,5,545.16,2024-10-27,PayPal
2796,543,513.02,2024-10-06,Credit Card
2797,1339,971.11,2024-10-19,PayPal
2798,307,355.83,2023-10-26,Bank Transfer
2799,2176,194.97,2024-07-02,Bank Transfer
2800,3954,739.8,2025-01-02,Credit Card
2801,542,731.04,2024-05-22,PayPal
2802,1795,72.67,2023-10-18,Bank Transfer
2803,3837,482.1,2023-11-13,PayPal
2804,1357,711.16,2023-11-22,Bank Transfer
2805,4043,766.61,2023-08-29,Bank Transfer
2806,936,941.56,2024-09-27,Credit Card
2807,656,29.59,2025-05-27,Bank Transfer
2808,3766,953.14,2023-08-12,Bank Transfer
2809,2808,487.46,2025-05-01,Bank Transfer
2810,3049,391.79,2024-09-29,Bank Transfer
2811,3842,654.14,2024-11-27,Credit Card
2812,2115,428.27,2024-07-01,PayPal
2813,4728,632.86,2025-06-13,Credit Card
2814,4576,376.53,2024-12-15,PayPal
2815,4489,586.18,2025-05-23,Credit Card
2816,2709,16.21,2024-03-09,Bank Transfer
2817,2675,899.87,2024-06-03,Bank Transfer
2818,4315,542.84,2024-12-22,Credit Card
2819,1275,109.45,2025-01-06,Credit Card
2820,4832,657.65,2025-06-26,PayPal
2821,4261,273.74,2025-07-17,Bank Transfer
2822,2286,772.62,2024-01-23,Bank Transfer
2823,4865,624.96,2025-01-07,Credit Card
2824,2010,472.42,2024-03-12,Bank Transfer
2825,1854,450.15,2025-04-16,PayPal
2826,183,415.65,2024-12-16,Credit Card
2827,3555,466.04,2023-11-26,Credit Card
2828,3960,508.14,2025-07-04,Credit Card
2829,2230,119.56,2024-05-01,Credit Card
2830,2689,970.24,2023-07-22,PayPal
2831,4169,424.81,2024-02-10,Credit Card
2832,2463,854.7,2023-08-24,PayPal
2833,4087,646.82,2024-10-28,Credit Card
2834,3316,545.61,2024-04-03,PayPal
2835,421,305.92,2023-09-01,Credit Card
2836,4848,664.13,2025-06-14,PayPal
2837,2461,186.41,2025-03-04,Bank Transfer
2838,2111,678.8,2025-03-20,Credit Card
2839,873,990.77,2024-01-07,Credit Card
2840,1213,823.69,2023-10-15,Credit Card
2841,4547,159.17,2024-04-14,PayPal
2842,1832,396.88,2023-11-23,Bank Transfer
2843,1794,374.95,2025-04-24,Bank Transfer
2844,2038,953.81,2025-07-05,PayPal
2845,3804,405.26,2024-01-10,PayPal
2846,1256,390.63,2024-01-30,Bank Transfer
2847,808,179.11,2024-06-06,Bank Transfer
2848,4442,871.18,2025-02-18,Credit Card
2849,4144,579.0,2023-12-10,Bank Transfer
2850,2974,103.26,2024-02-14,Credit Card
2851,3381,330.44,2025-05-25,PayPal
2852,3276,212.1,2025-03-25,Bank Transfer
2853,3435,620.58,2024-02-04,PayPal
2854,4642,597.24,2024-06-04,Bank Transfer
2855,2714,892.2,2024-03-13,Credit Card
2856,2451,170.88,2023-09-10,Credit Card
2857,665,332.89,2024-03-13,Credit Card
2858,1987,606.32,2025-03-17,Credit Card
2859,1331,674.45,2024-01-01,PayPal
2860,3942,631.99,2024-07-12,PayPal
2861,544,18.94,2023-08-25,Credit Card
2862,2572,449.89,2025-01-01,Bank Transfer
2863,467,304.88,2023-08-30,PayPal
2864,3569,145.14,2024-09-08,PayPal
2865,3326,863.04,2025-03-05,PayPal
2866,3541,32.25,2023-11-12,Credit Card
2867,1262,275.44,2024-10-29,PayPal
2868,3394,480.43,2024-05-04,Bank Transfer
2869,3877,767.18,2023-09-07,PayPal
2870,251,417.89,2025-05-30,Credit Card
2871,2735,594.36,2024-11-06,Bank Transfer
2872,3035,997.05,2025-06-28,Bank Transfer
2873,969,72.3,2024-06-05,Bank Transfer
2874,2524,443.49,2025-05-02,Credit Card
2875,1931,622.55,2023-12-07,PayPal
2876,3986,489.59,2023-12-27,Bank Transfer
2877,4030,566.81,2023-11-06,PayPal
2878,3247,557.71,2024-01-15,PayPal
2879,4821,599.34,2024-05-20,PayPal
2880,1754,313.92,2025-05-11,Credit Card
2881,3321,682.92,2024-12-18,Credit Card
2882,3524,262.36,2024-10-09,Bank Transfer
2883,1927,358.42,2023-08-08,Credit Card
2884,2347,621.63,2025-06-29,PayPal
2885,1993,575.27,2023-11-05,Credit Card
2886,1351,411.57,2024-09-28,Bank Transfer
2887,2754,84.52,2025-05-01,Bank Transfer
2888,1305,513.97,2025-04-07,Bank Transfer
2889,4899,804.7,2025-01-26,Bank Transfer
2890,2680,803.96,2024-09-15,PayPal
2891,4862,848.51,2024-04-03,Credit Card
2892,3088,121.42,2024-04-03,Credit Card
2893,679,467.42,2024-11-11,PayPal
2894,825,296.09,2023-10-16,Bank Transfer
2895,673,463.75,2023-08-17,PayPal
2896,675,944.29,2023-10-16,Bank Transfer
2897,70,349.93,2024-07-14,Bank Transfer
2898,1230,404.68,2024-06-29,Credit Card
2899,4427,585.71,2025-01-24,Bank Transfer
2900,3511,810.34,2025-06-05,Credit Card
2901,4036,115.75,2025-06-17,Credit Card
2902,757,387.01,2024-07-21,Bank Transfer
2903,1245,778.64,2023-08-20,PayPal
2904,421,538.37,2023-09-09,Bank Transfer
2905,18,272.57,2024-03-17,PayPal
2906,3861,322.88,2025-01-13,Bank Transfer
2907,1455,794.41,2024-02-17,PayPal
2908,268,175.0,2024-01-02,Bank Transfer
2909,1094,643.61,2024-10-16,PayPal
2910,2388,808.14,2025-05-04,Credit Card
2911,3005,877.08,2023-12-04,Bank Transfer
2912,2927,333.4,2024-11-18,PayPal
2913,4686,179.19,2025-04-20,PayPal
2914,717,837.34,2023-08-23,Bank Transfer
2915,332,986.72,2024-03-14,Credit Card
2916,1354,172.39,2024-07-10,PayPal
2917,2538,148.15,2023-11-08,Bank Transfer
2918,2705,464.09,2024-10-20,Bank Transfer
2919,819,402.74,2023-12-30,Credit Card
2920,320,296.98,2025-07-09,Credit Card
2921,4775,605.81,2024-10-18,PayPal
2922,675,70.59,2025-04-09,Credit Card
2923,324,841.47,2025-01-16,Bank Transfer
2924,2,187.35,2024-09-18,Credit Card
2925,1575,539.29,2024-09-05,Credit Card
2926,1393,260.14,2025-03-11,Credit Card
2927,3202,524.88,2023-09-30,PayPal
2928,4018,772.47,2023-10-29,Credit Card
2929,881,10.54,2023-10-20,Credit Card
2930,2190,878.49,2025-03-26,PayPal
2931,4861,577.4,2024-08-09,Bank Transfer
2932,2388,198.05,2023-09-03,Credit Card
2933,4310,669.07,2025-01-15,Credit Card
2934,588,50.74,2023-11-17,PayPal
2935,2331,487.64,2024-07-09,Bank Transfer
2936,1136,670.09,2024-11-01,Credit Card
2937,533,545.45,2023-08-10,Bank Transfer
2938,3788,244.59,2023-12-10,Bank Transfer
2939,4966,599.05,2023-12-15,PayPal
2940,2130,478.99,2024-12-17,Bank Transfer
2941,1290,835.07,2024-12-11,Bank Transfer
2942,4218,746.08,2025-02-26,Credit Card
2943,788,114.93,2024-12-23,Credit Card
2944,4067,354.16,2025-03-06,Credit Card
2945,4969,984.41,2025-07-10,Credit Card
2946,1834,244.2,2024-05-23,Credit Card
2947,2325,157.88,2025-01-09,PayPal
2948,263,960.53,2023-11-10,PayPal
2949,3223,790.42,2025-04-09,Credit Card
2950,2775,916.05,2024-11-18,PayPal
2951,1334,56.77,2023-11-04,Bank Transfer
2952,3873,220.73,2025-02-27,PayPal
2953,3707,682.86,2025-05-31,PayPal
2954,2939,723.0,2025-06-02,Bank Transfer
2955,4169,762.17,2024-03-02,Credit Card
2956,2511,409.26,2023-09-05,Bank Transfer
2957,2406,596.25,2024-04-18,PayPal
2958,3286,870.74,2024-08-14,Bank Transfer
2959,3425,600.48,2024-06-26,Credit Card
2960,1927,648.6,2024-03-20,PayPal
2961,2534,27.11,2024-03-20,Credit Card
2962,2676,968.56,2025-02-24,Bank Transfer
2963,1725,363.86,2025-02-12,Bank Transfer
2964,1972,299.86,2024-01-24,Bank Transfer
2965,3779,562.38,2025-02-12,PayPal
2966,1219,769.58,2024-06-14,Credit Card
2967,1272,199.67,2024-07-08,Bank Transfer
2968,302,443.89,2024-04-10,Credit Card
2969,651,545.95,2024-10-01,Credit Card
2970,482,846.22,2023-12-20,PayPal
2971,4815,990.62,2025-01-19,PayPal
2972,965,437.67,2023-11-16,Bank Transfer
2973,1210,573.79,2025-07-02,Credit Card
2974,883,507.63,2023-12-18,Credit Card
2975,3678,485.05,2024-08-28,Credit Card
2976,1034,723.8,2025-03-11,PayPal
2977,1224,29.31,2023-11-10,Bank Transfer
2978,602,127.13,2024-04-15,Credit Card
2979,2315,477.38,2023-12-09,Credit Card
2980,2726,420.3,2024-06-09,PayPal
2981,2622,646.31,2025-04-08,Credit Card
2982,4746,44.57,2024-11-07,PayPal
2983,1960,121.87,2024-01-28,Bank Transfer
2984,3946,752.62,2024-12-18,Bank Transfer
2985,3567,433.45,2025-01-31,Bank Transfer
2986,3358,889.67,2024-10-10,Bank Transfer
2987,1005,131.65,2023-10-04,Bank Transfer
2988,4523,238.62,2024-12-21,Bank Transfer
2989,4815,919.74,2025-01-04,Credit Card
2990,2479,309.99,2025-01-19,Credit Card
2991,1719,969.24,2025-05-05,Credit Card
2992,3877,140.21,2024-07-08,PayPal
2993,278,599.35,2025-02-24,Bank Transfer
2994,2984,52.83,2024-04-21,Credit Card
2995,1283,489.11,2024-12-07,Credit Card
2996,3202,668.61,2024-06-22,Credit Card
2997,1569,955.15,2025-03-25,Bank Transfer
2998,2827,563.04,2024-09-07,Bank Transfer
2999,542,929.83,2024-07-25,PayPal
3000,401,820.32,2025-02-07,PayPal
3001,258,380.48,2025-01-22,Credit Card
3002,2066,307.87,2024-06-05,PayPal
3003,3192,48.23,2023-09-02,Bank Transfer
3004,1529,150.35,2025-01-03,Credit Card
3005,4077,780.34,2023-08-13,Bank Transfer
3006,3798,125.66,2024-01-24,Credit Card
3007,3257,911.06,2024-09-17,Bank Transfer
3008,2651,615.17,2024-02-29,Bank Transfer
3009,3684,441.83,2024-02-06,Credit Card
3010,1089,482.91,2025-04-03,Credit Card
3011,2679,322.27,2024-11-02,PayPal
3012,3460,431.22,2025-04-10,Credit Card
3013,2579,186.48,2024-05-29,Credit Card
3014,4642,939.55,2024-06-20,Credit Card
3015,1508,188.99,2023-11-10,PayPal
3016,61,612.9,2024-10-11,Bank Transfer
3017,1345,338.47,2024-03-11,Bank Transfer
3018,2053,223.3,2023-11-23,PayPal
3019,3407,638.85,2024-04-17,PayPal
3020,764,663.31,2024-01-13,Bank Transfer
3021,3989,445.18,2024-02-14,PayPal
3022,2741,39.11,2024-06-12,Credit Card
3023,1214,503.91,2025-06-20,Credit Card
3024,345,485.6,2024-02-29,Credit Card
3025,1150,394.91,2025-06-21,PayPal
3026,1967,545.77,2023-11-21,Credit Card
3027,4201,687.89,2024-05-05,Credit Card
3028,4948,332.42,2024-03-20,PayPal
3029,4058,601.31,2024-10-05,Credit Card
3030,2277,604.77,2023-09-03,Bank Transfer
3031,1657,333.0,2024-04-09,PayPal
3032,1479,105.43,2024-01-25,Bank Transfer
3033,3424,825.85,2025-03-15,Bank Transfer
3034,315,239.44,2025-05-27,Credit Card
3035,76,232.97,2024-02-19,PayPal
3036,2956,16.05,2024-12-09,Bank Transfer
3037,2810,832.13,2023-08-15,Credit Card
3038,3056,969.75,2023-10-19,Credit Card
3039,2763,294.6,2023-11-21,Bank Transfer
3040,23,731.37,2024-01-17,PayPal
3041,857,225.98,2024-11-15,Credit Card
3042,3956,174.56,2024-02-21,Credit Card
3043,4105,830.61,2025-02-26,PayPal
3044,1653,900.48,2024-07-20,PayPal
3045,1730,65.79,2024-03-01,Credit Card
3046,1211,743.61,2025-06-20,Bank Transfer
3047,2724,400.44,2025-05-28,Credit Card
3048,4137,661.83,2024-08-29,PayPal
3049,2241,947.04,2025-02-17,Credit Card
3050,4349,931.21,2025-06-06,Credit Card
3051,3201,77.31,2024-03-12,Credit Card
3052,4332,719.96,2024-04-10,Bank Transfer
3053,4838,477.58,2024-04-01,Credit Card
3054,1612,923.9,2025-02-26,Bank Transfer
3055,3564,643.69,2024-02-01,Bank Transfer
3056,323,636.97,2024-08-24,PayPal
3057,3727,468.68,2023-12-14,Credit Card
3058,4842,165.48,2025-03-18,Credit Card
3059,4483,774.68,2023-11-16,PayPal
3060,2378,540.71,2024-04-30,PayPal
3061,4414,550.12,2024-01-29,Bank Transfer
3062,3740,253.92,2023-08-09,Credit Card
3063,365,353.04,2023-09-02,Credit Card
3064,2331,327.78,2024-08-21,Bank Transfer
3065,2725,678.36,2023-10-27,Bank Transfer
3066,147,558.6,2025-03-27,Bank Transfer
3067,3337,179.26,2024-09-20,Credit Card
3068,4828,588.61,2025-02-07,PayPal
3069,515,312.22,2024-11-25,Credit Card
3070,3888,684.46,2024-03-05,Credit Card
3071,3419,352.81,2025-06-22,Credit Card
3072,3798,715.67,2024-06-15,Bank Transfer
3073,4987,319.5,2025-07-01,PayPal
3074,4685,412.02,2024-07-31,Bank Transfer
3075,1892,977.72,2025-01-26,PayPal
3076,2582,334.41,2024-02-29,PayPal
3077,4841,374.56,2024-09-27,Credit Card
3078,1826,93.19,2023-11-03,PayPal
3079,3681,75.89,2024-10-31,Bank Transfer
3080,2169,342.63,2024-04-03,Credit Card
3081,2460,61.7,2025-03-29,Bank Transfer
3082,318,853.16,2025-05-17,Credit Card
3083,1880,56.69,2024-07-03,PayPal
3084,4748,315.43,2025-07-12,PayPal
3085,2082,101.82,2025-06-21,Bank Transfer
3086,3235,453.75,2023-08-21,PayPal
3087,2174,314.18,2023-10-21,PayPal
3088,36,476.9,2024-11-19,PayPal
3089,4348,767.04,2023-11-20,PayPal
3090,1878,642.24,2025-06-23,PayPal
3091,333,363.06,2025-01-01,Credit Card
3092,1817,149.73,2025-02-14,Bank Transfer
3093,3681,443.98,2024-11-07,Credit Card
3094,1958,533.64,2023-08-09,Credit Card
3095,3253,745.92,2023-12-31,Bank Transfer
3096,19,734.93,2025-01-09,Credit Card
3097,3523,121.01,2024-02-03,Credit Card
3098,392,791.58,2024-03-03,Bank Transfer
3099,624,466.63,2023-08-09,PayPal
3100,2242,362.84,2024-05-04,PayPal
3101,4385,307.28,2023-08-29,Bank Transfer
3102,4478,807.72,2023-09-09,Credit Card
3103,3415,575.37,2024-04-08,Bank Transfer
3104,134,207.44,2024-02-03,PayPal
3105,4111,296.49,2025-01-07,Credit Card
3106,2509,902.29,2024-11-18,Bank Transfer
3107,4918,211.14,2023-12-06,PayPal
3108,420,340.04,2025-06-03,Credit Card
3109,4069,493.45,2023-12-23,Credit Card
3110,4753,538.97,2023-08-04,Bank Transfer
3111,1749,230.02,2025-03-01,Credit Card
3112,4376,133.56,2024-04-06,Credit Card
3113,4525,225.6,2024-01-12,PayPal
3114,2356,92.31,2025-07-15,PayPal
3115,950,789.64,2023-09-01,Credit Card
3116,1924,691.5,2023-11-20,Credit Card
3117,3187,247.25,2024-09-06,Bank Transfer
3118,4594,647.87,2024-07-11,Credit Card
3119,2692,919.26,2023-09-22,Credit Card
3120,1452,980.6,2023-10-30,PayPal
3121,4466,432.85,2025-01-14,Credit Card
3122,1641,47.06,2023-08-08,PayPal
3123,117,479.69,2023-10-03,Credit Card
3124,3519,539.6,2024-03-04,PayPal
3125,653,183.33,2023-11-18,Bank Transfer
3126,2694,914.47,2023-10-03,Bank Transfer
