,order_id,customer_id,product_id,order_date,quantity,total_amount
5208,O05209,C00802,P0307,2024-04-28,1,1923.44
5209,O05210,C00299,P0253,2023-10-09,5,1132.2
5210,O05211,C00962,P0125,2023-02-15,4,3789.72
5211,O05212,C00058,P0435,2023-07-24,5,9512.9
5212,O05213,C00465,P0123,2024-06-14,4,2015.04
5213,O05214,C01770,P0227,2024-12-22,3,1347.33
5214,O05215,C00677,P0154,2023-09-15,1,1089.28
5215,O05216,C01422,P0230,2023-06-02,5,5818.2
5216,O05217,C01715,P0172,2023-02-26,2,3518.94
5217,O05218,C00476,P0055,2024-01-28,2,1850.78
5218,O05219,C01496,P0451,2024-01-05,1,1663.54
5219,O05220,C01099,P0363,2023-11-03,5,3790.55
5220,O05221,C01099,P0154,2024-07-15,2,2178.56
5221,O05222,C00460,P0113,2023-02-26,2,1621.28
5222,O05223,C01503,P0082,2024-09-19,5,9662.55
5223,O05224,C00572,P0483,2024-01-21,5,4385.9
5224,O05225,C00636,P0492,2024-01-03,5,605.35
5225,O05226,C01228,P0392,2023-06-08,5,4464.85
5226,O05227,C01296,P0167,2024-09-16,4,6664.92
5227,O05228,C00895,P0191,2023-07-06,3,337.14
5228,O05229,C01166,P0067,2024-11-28,5,723.6
5229,O05230,C01832,P0349,2024-06-13,5,5298.65
5230,O05231,C00002,P0133,2023-05-18,3,646.89
5231,O05232,C00721,P0154,2024-12-05,3,3267.84
5232,O05233,C00252,P0402,2023-06-25,1,47.46
5233,O05234,C01652,P0232,2024-07-31,2,1792.14
5234,O05235,C00109,P0496,2024-06-26,2,275.24
5235,O05236,C01660,P0354,2024-01-25,4,1158.68
5236,O05237,C00534,P0348,2024-02-09,2,1917.5
5237,O05238,C01692,P0206,2023-04-30,5,1877.45
5238,O05239,C01183,P0477,2023-08-30,3,2753.01
5239,O05240,C01048,P0331,2024-09-19,3,4586.55
5240,O05241,C01154,P0149,2023-06-13,1,793.61
5241,O05242,C00705,P0048,2023-04-19,5,3263.4
5242,O05243,C01684,P0287,2024-06-12,2,2168.8
5243,O05244,C01010,P0058,2024-03-10,1,1713.86
5244,O05245,C00729,P0493,2023-06-09,2,591.4
5245,O05246,C01387,P0184,2024-02-17,1,1003.71
5246,O05247,C00710,P0034,2024-05-09,5,9219.2
5247,O05248,C01207,P0251,2024-03-25,5,143.25
5248,O05249,C01803,P0424,2024-09-21,4,4567.12
5249,O05250,C01774,P0399,2023-04-05,1,1135.56
5250,O05251,C01338,P0454,2024-06-10,2,648.98
5251,O05252,C01864,P0026,2024-07-18,5,6582.05
5252,O05253,C00551,P0250,2024-08-30,5,3554.1
5253,O05254,C00231,P0057,2024-08-17,3,3001.08
5254,O05255,C00152,P0074,2024-06-27,2,853.98
5255,O05256,C00492,P0115,2023-10-14,2,3008.02
5256,O05257,C00313,P0492,2023-10-22,1,121.07
5257,O05258,C01268,P0107,2023-02-20,5,967.25
5258,O05259,C01392,P0186,2023-08-13,2,462.06
5259,O05260,C01679,P0464,2023-03-26,2,1277.26
5260,O05261,C01109,P0469,2024-09-13,5,493.0
5261,O05262,C00702,P0359,2024-09-29,5,3304.2
5262,O05263,C00706,P0117,2023-09-12,5,3327.45
5263,O05264,C01259,P0393,2024-10-11,4,6479.92
5264,O05265,C00813,P0021,2024-10-24,2,723.78
5265,O05266,C01080,P0381,2023-08-23,5,6019.8
5266,O05267,C01765,P0172,2024-08-21,4,7037.88
5267,O05268,C00336,P0292,2023-10-30,1,1339.35
5268,O05269,C00225,P0237,2024-08-29,3,493.59
5269,O05270,C00752,P0264,2024-05-04,1,1030.44
5270,O05271,C01288,P0402,2023-09-14,5,237.3
5271,O05272,C01518,P0263,2023-05-05,2,742.38
5272,O05273,C01448,P0465,2023-12-04,5,756.15
5273,O05274,C00355,P0170,2023-12-03,5,1646.25
5274,O05275,C01249,P0363,2023-10-18,4,3032.44
5275,O05276,C01270,P0309,2024-04-26,2,890.4
5276,O05277,C01745,P0417,2023-04-08,5,556.7
5277,O05278,C01757,P0438,2023-01-27,3,3927.45
5278,O05279,C00708,P0277,2024-06-25,3,189.48
5279,O05280,C00426,P0265,2023-10-22,1,1216.14
5280,O05281,C00486,P0463,2023-03-10,5,1465.5
5281,O05282,C00569,P0306,2024-04-18,3,421.5
5282,O05283,C00078,P0275,2023-10-29,2,2957.16
5283,O05284,C00186,P0012,2024-04-27,1,624.61
5284,O05285,C01268,P0105,2023-03-22,1,1200.37
5285,O05286,C00847,P0112,2024-11-11,4,6318.92
5286,O05287,C00819,P0491,2024-04-24,1,1602.21
5287,O05288,C01142,P0162,2024-09-13,1,417.67
5288,O05289,C01325,P0488,2023-01-13,1,1316.67
5289,O05290,C00456,P0407,2023-02-24,3,1754.13
5290,O05291,C00294,P0202,2024-08-25,5,9769.95
5291,O05292,C00700,P0025,2023-08-25,5,2443.35
5292,O05293,C00099,P0062,2024-11-20,1,912.72
5293,O05294,C01093,P0423,2024-09-27,2,1980.14
5294,O05295,C00923,P0431,2023-02-02,4,2728.4
5295,O05296,C01110,P0274,2024-01-13,4,4514.0
5296,O05297,C00664,P0275,2024-10-09,2,2957.16
5297,O05298,C00799,P0263,2024-01-07,1,371.19
5298,O05299,C02000,P0408,2023-05-29,4,4669.92
5299,O05300,C00331,P0107,2023-06-01,2,386.9
5300,O05301,C01714,P0162,2024-06-01,4,1670.68
5301,O05302,C00193,P0491,2023-01-10,1,1602.21
5302,O05303,C00931,P0142,2024-12-27,5,5407.95
5303,O05304,C00227,P0059,2024-10-06,5,4040.85
5304,O05305,C01010,P0112,2024-05-27,3,4739.19
5305,O05306,C00323,P0275,2024-09-06,1,1478.58
5306,O05307,C01319,P0268,2023-07-12,2,1262.58
5307,O05308,C01584,P0487,2024-12-19,5,8334.7
5308,O05309,C01158,P0492,2023-12-19,3,363.21
5309,O05310,C00301,P0392,2023-05-28,2,1785.94
5310,O05311,C01274,P0336,2023-11-24,4,891.72
5311,O05312,C01923,P0445,2023-01-27,1,792.65
5312,O05313,C00655,P0336,2024-09-02,3,668.79
5313,O05314,C01507,P0061,2024-03-05,4,6440.6
5314,O05315,C01814,P0010,2023-12-12,3,2926.59
5315,O05316,C00897,P0472,2024-01-09,1,1409.94
5316,O05317,C00569,P0244,2023-02-23,1,1843.58
5317,O05318,C00522,P0374,2024-05-01,4,6705.28
5318,O05319,C00002,P0028,2023-05-12,4,6731.64
5319,O05320,C00894,P0447,2024-03-14,1,915.77
5320,O05321,C01245,P0469,2024-05-26,2,197.2
5321,O05322,C00827,P0456,2024-01-02,3,5714.61
5322,O05323,C01703,P0397,2024-12-02,3,5631.72
5323,O05324,C01912,P0317,2023-10-12,1,1174.72
5324,O05325,C00876,P0240,2024-09-21,1,1648.93
5325,O05326,C00941,P0403,2024-11-23,1,1744.03
5326,O05327,C00929,P0235,2023-01-11,3,3893.4
5327,O05328,C00223,P0267,2023-12-04,1,1772.83
5328,O05329,C00221,P0049,2023-06-15,5,4098.85
5329,O05330,C00823,P0348,2024-03-07,1,958.75
5330,O05331,C01263,P0449,2024-12-04,3,566.88
5331,O05332,C01392,P0069,2023-04-06,2,2330.46
5332,O05333,C01885,P0250,2023-09-02,2,1421.64
5333,O05334,C01450,P0367,2023-01-05,2,1553.58
5334,O05335,C01144,P0378,2024-06-05,1,1677.01
5335,O05336,C00776,P0267,2023-10-30,1,1772.83
5336,O05337,C00774,P0480,2024-07-27,2,985.84
5337,O05338,C01756,P0450,2023-10-12,1,985.83
5338,O05339,C00411,P0052,2023-06-07,1,1190.28
5339,O05340,C01261,P0270,2024-06-21,5,3058.55
5340,O05341,C01005,P0025,2024-07-03,5,2443.35
5341,O05342,C01844,P0039,2024-02-24,2,2558.24
5342,O05343,C00228,P0376,2024-12-11,3,5582.52
5343,O05344,C01540,P0219,2023-06-05,5,4981.05
5344,O05345,C00948,P0438,2024-03-13,1,1309.15
5345,O05346,C00777,P0074,2023-08-18,1,426.99
5346,O05347,C01986,P0463,2024-02-22,5,1465.5
5347,O05348,C00808,P0157,2023-07-10,1,825.91
5348,O05349,C00479,P0268,2024-06-11,3,1893.87
5349,O05350,C01087,P0221,2024-10-13,5,6026.85
5350,O05351,C01915,P0110,2024-09-27,2,1553.54
5351,O05352,C00957,P0128,2023-01-24,5,9676.0
5352,O05353,C01146,P0192,2023-02-06,2,1885.62
5353,O05354,C01736,P0045,2024-08-19,3,1866.93
5354,O05355,C01663,P0277,2023-12-28,1,63.16
5355,O05356,C01262,P0491,2023-03-15,4,6408.84
5356,O05357,C00582,P0083,2024-02-11,2,3038.1
5357,O05358,C01092,P0111,2024-01-18,1,1138.45
5358,O05359,C00783,P0114,2023-06-20,5,5891.8
5359,O05360,C01087,P0442,2023-04-04,5,9056.1
5360,O05361,C00855,P0249,2024-03-17,2,3073.08
5361,O05362,C00641,P0398,2023-06-16,5,9127.1
5362,O05363,C00627,P0407,2024-06-23,3,1754.13
5363,O05364,C00040,P0016,2023-06-27,4,6376.32
5364,O05365,C00015,P0019,2024-04-26,5,1152.8
5365,O05366,C00560,P0200,2023-05-09,1,692.12
5366,O05367,C00647,P0133,2023-10-04,3,646.89
5367,O05368,C01675,P0070,2024-02-05,2,3178.72
5368,O05369,C00023,P0126,2024-05-08,4,5724.48
5369,O05370,C00541,P0297,2023-02-24,2,1719.28
5370,O05371,C00255,P0012,2024-07-23,4,2498.44
5371,O05372,C00017,P0083,2023-05-31,1,1519.05
5372,O05373,C00130,P0381,2023-11-02,2,2407.92
5373,O05374,C00626,P0450,2023-10-29,2,1971.66
5374,O05375,C01101,P0140,2024-02-04,5,581.8
5375,O05376,C01553,P0043,2024-09-07,3,2743.83
5376,O05377,C00033,P0129,2024-08-01,4,3055.96
5377,O05378,C00148,P0125,2024-07-12,4,3789.72
5378,O05379,C01976,P0323,2024-11-04,2,2497.62
5379,O05380,C01557,P0103,2023-02-25,1,486.63
5380,O05381,C01996,P0434,2023-05-18,2,3378.9
5381,O05382,C01267,P0430,2024-07-26,2,2772.64
5382,O05383,C00746,P0172,2023-08-02,2,3518.94
5383,O05384,C01237,P0320,2024-07-31,3,1474.29
5384,O05385,C00657,P0347,2024-07-24,4,1810.76
5385,O05386,C00296,P0247,2024-10-09,3,2475.3
5386,O05387,C00266,P0125,2023-10-07,3,2842.29
5387,O05388,C01110,P0061,2024-01-17,1,1610.15
5388,O05389,C01631,P0039,2023-03-03,1,1279.12
5389,O05390,C01810,P0340,2024-05-14,3,4906.44
5390,O05391,C01619,P0135,2024-04-13,4,2679.8
5391,O05392,C00476,P0295,2024-05-14,4,7753.4
5392,O05393,C01001,P0064,2023-04-22,3,1421.4
5393,O05394,C01201,P0308,2023-12-08,1,187.35
5394,O05395,C01343,P0438,2024-02-04,4,5236.6
5395,O05396,C01133,P0249,2024-01-21,5,7682.7
5396,O05397,C01058,P0108,2023-11-30,5,111.5
5397,O05398,C01596,P0490,2024-05-12,2,3437.44
5398,O05399,C00072,P0070,2024-03-02,1,1589.36
5399,O05400,C00826,P0062,2024-06-21,1,912.72
5400,O05401,C01930,P0100,2023-03-24,2,1587.62
5401,O05402,C00780,P0153,2023-11-29,4,3238.92
5402,O05403,C00225,P0468,2023-11-01,4,6120.32
5403,O05404,C00355,P0233,2023-11-14,5,4506.4
5404,O05405,C01864,P0019,2024-06-09,4,922.24
5405,O05406,C01193,P0322,2023-11-21,3,5195.64
5406,O05407,C01624,P0092,2023-08-15,4,6524.84
5407,O05408,C00047,P0035,2024-11-26,1,579.76
5408,O05409,C01096,P0218,2023-02-12,2,415.34
5409,O05410,C00012,P0054,2024-03-17,2,2692.52
5410,O05411,C01837,P0150,2023-07-11,4,4830.16
5411,O05412,C01260,P0072,2024-06-03,3,3594.96
5412,O05413,C01667,P0262,2023-01-01,4,3540.6
5413,O05414,C00656,P0419,2024-07-01,4,2518.84
5414,O05415,C01673,P0299,2023-05-30,3,3511.53
5415,O05416,C00481,P0325,2024-07-29,5,6806.4
5416,O05417,C00630,P0459,2023-05-21,3,3625.86
5417,O05418,C00054,P0336,2023-12-25,1,222.93
5418,O05419,C01358,P0326,2023-04-29,4,6755.16
5419,O05420,C00977,P0434,2024-04-11,2,3378.9
5420,O05421,C00958,P0440,2023-01-07,1,1983.25
5421,O05422,C00717,P0389,2023-05-10,4,1834.36
5422,O05423,C00623,P0097,2024-11-28,2,1254.82
5423,O05424,C01622,P0296,2023-04-23,4,6954.6
5424,O05425,C00389,P0348,2023-11-04,4,3835.0
5425,O05426,C00130,P0038,2023-08-22,2,2313.98
5426,O05427,C00803,P0191,2023-06-07,1,112.38
5427,O05428,C00560,P0458,2024-07-12,4,2516.96
5428,O05429,C00805,P0166,2023-10-05,1,62.19
5429,O05430,C01820,P0347,2023-10-30,2,905.38
5430,O05431,C01636,P0494,2023-02-06,5,9569.15
5431,O05432,C01592,P0013,2024-08-25,2,769.98
5432,O05433,C00820,P0320,2023-10-16,4,1965.72
5433,O05434,C00495,P0188,2023-02-09,3,4747.71
5434,O05435,C00600,P0429,2023-02-19,5,8670.0
5435,O05436,C02000,P0281,2023-01-27,4,754.2
5436,O05437,C00194,P0018,2024-06-04,5,6647.65
5437,O05438,C00415,P0127,2023-07-04,1,1337.38
5438,O05439,C01771,P0241,2024-12-29,4,6125.48
5439,O05440,C00875,P0373,2024-01-30,2,3717.58
5440,O05441,C00935,P0254,2023-02-20,4,2014.44
5441,O05442,C00222,P0088,2023-07-13,2,2964.38
5442,O05443,C01514,P0023,2023-06-20,1,1561.78
5443,O05444,C00158,P0050,2024-11-01,4,7788.64
5444,O05445,C00362,P0400,2024-10-03,5,4176.1
5445,O05446,C00248,P0074,2024-03-30,2,853.98
5446,O05447,C01916,P0388,2023-04-22,1,922.07
5447,O05448,C00180,P0096,2024-04-03,4,4313.68
5448,O05449,C00290,P0122,2023-12-25,4,2156.64
5449,O05450,C00241,P0091,2024-03-23,4,6732.08
5450,O05451,C00779,P0417,2023-08-28,3,334.02
5451,O05452,C01545,P0402,2023-10-25,2,94.92
5452,O05453,C00150,P0278,2023-06-21,4,1659.12
5453,O05454,C01711,P0390,2023-01-29,3,2602.71
5454,O05455,C01053,P0392,2024-03-21,1,892.97
5455,O05456,C00877,P0179,2024-08-07,1,1950.04
5456,O05457,C01390,P0244,2024-04-23,2,3687.16
5457,O05458,C00997,P0346,2023-07-14,4,336.36
5458,O05459,C00237,P0366,2024-11-09,5,5044.25
5459,O05460,C01609,P0385,2023-05-25,5,9623.65
5460,O05461,C01868,P0476,2024-11-07,5,1295.65
5461,O05462,C00588,P0226,2023-01-15,1,1668.89
5462,O05463,C00529,P0071,2024-02-15,4,5540.16
5463,O05464,C00080,P0116,2023-03-31,5,1437.95
5464,O05465,C01990,P0283,2023-07-27,4,1897.96
5465,O05466,C00156,P0252,2023-03-08,5,9786.9
5466,O05467,C01995,P0147,2023-09-14,1,86.53
5467,O05468,C01497,P0098,2024-02-12,2,1103.08
5468,O05469,C00912,P0211,2023-12-02,2,2102.7
5469,O05470,C01396,P0296,2023-03-03,2,3477.3
5470,O05471,C01534,P0143,2023-01-03,3,4647.45
5471,O05472,C00041,P0351,2024-03-17,3,1171.92
5472,O05473,C00701,P0203,2023-09-06,4,4066.28
5473,O05474,C01483,P0420,2024-06-27,4,198.4
5474,O05475,C00669,P0428,2023-05-02,2,3164.38
5475,O05476,C01089,P0226,2023-11-11,4,6675.56
5476,O05477,C01792,P0209,2023-08-14,4,4283.96
5477,O05478,C00086,P0364,2023-11-04,1,930.34
5478,O05479,C01272,P0058,2023-09-30,1,1713.86
5479,O05480,C00439,P0232,2024-12-17,5,4480.35
5480,O05481,C00531,P0306,2024-08-14,4,562.0
5481,O05482,C01204,P0082,2024-06-25,1,1932.51
5482,O05483,C00776,P0286,2023-10-05,1,1164.64
5483,O05484,C01537,P0365,2023-07-20,1,1542.85
5484,O05485,C00744,P0311,2023-01-01,5,2271.5
5485,O05486,C00879,P0370,2024-08-08,1,1000.0
5486,O05487,C00834,P0255,2024-06-17,3,463.2
5487,O05488,C01030,P0421,2024-06-10,4,6081.8
5488,O05489,C01522,P0120,2023-07-06,3,1105.41
5489,O05490,C01728,P0448,2023-03-06,2,2529.76
5490,O05491,C01668,P0420,2024-08-20,1,49.6
5491,O05492,C01787,P0422,2024-09-20,1,184.69
5492,O05493,C00685,P0143,2023-09-11,1,1549.15
5493,O05494,C00903,P0005,2023-06-15,3,5585.34
5494,O05495,C00927,P0423,2023-05-11,1,990.07
5495,O05496,C00594,P0060,2023-09-08,4,4922.76
5496,O05497,C01491,P0271,2023-12-27,5,6813.7
5497,O05498,C01278,P0019,2024-03-04,4,922.24
5498,O05499,C00656,P0100,2024-01-02,5,3969.05
5499,O05500,C01273,P0134,2023-10-20,5,8125.85
5500,O05501,C00204,P0300,2024-10-05,1,1741.53
5501,O05502,C01230,P0330,2023-08-01,4,4967.0
5502,O05503,C00103,P0134,2023-12-18,2,3250.34
5503,O05504,C01536,P0362,2024-01-31,1,1555.65
5504,O05505,C01864,P0467,2024-03-17,3,47.73
5505,O05506,C01256,P0449,2024-06-17,4,755.84
5506,O05507,C00562,P0425,2023-04-19,2,3644.06
5507,O05508,C01842,P0219,2024-10-24,3,2988.63
5508,O05509,C01511,P0012,2024-02-02,4,2498.44
5509,O05510,C01451,P0108,2023-11-25,4,89.2
5510,O05511,C00977,P0252,2024-10-06,5,9786.9
5511,O05512,C01661,P0248,2023-09-19,3,3600.96
5512,O05513,C00174,P0131,2024-07-08,4,1208.88
5513,O05514,C00119,P0317,2023-08-24,2,2349.44
5514,O05515,C01150,P0024,2024-02-13,3,4266.21
5515,O05516,C00423,P0287,2024-11-21,4,4337.6
5516,O05517,C01858,P0243,2024-06-01,2,3750.44
5517,O05518,C00629,P0187,2023-08-07,2,77.76
5518,O05519,C00616,P0191,2023-12-02,2,224.76
5519,O05520,C00987,P0004,2024-12-03,1,651.71
5520,O05521,C00485,P0060,2024-09-26,1,1230.69
5521,O05522,C01870,P0057,2024-09-11,4,4001.44
5522,O05523,C00317,P0329,2024-07-16,3,3886.11
5523,O05524,C01090,P0425,2024-08-17,3,5466.09
5524,O05525,C00691,P0193,2024-03-19,4,4953.24
5525,O05526,C00857,P0058,2024-05-10,5,8569.3
5526,O05527,C01224,P0096,2024-12-22,3,3235.26
5527,O05528,C01500,P0427,2023-02-02,5,9839.2
5528,O05529,C01784,P0105,2023-08-20,4,4801.48
5529,O05530,C01259,P0014,2024-08-23,1,32.2
5530,O05531,C00001,P0456,2023-09-10,5,9524.35
5531,O05532,C00760,P0262,2024-03-09,1,885.15
5532,O05533,C01165,P0247,2023-12-16,3,2475.3
5533,O05534,C00665,P0019,2023-11-08,1,230.56
5534,O05535,C00949,P0045,2024-10-02,3,1866.93
5535,O05536,C01562,P0470,2024-09-14,3,1948.98
5536,O05537,C00615,P0252,2023-01-12,5,9786.9
5537,O05538,C01391,P0299,2024-03-20,2,2341.02
5538,O05539,C01847,P0185,2024-08-12,5,7975.85
5539,O05540,C01621,P0413,2024-03-01,2,684.14
5540,O05541,C00285,P0373,2024-09-08,1,1858.79
5541,O05542,C00290,P0023,2023-06-29,1,1561.78
5542,O05543,C01491,P0144,2023-02-04,4,3079.72
5543,O05544,C01706,P0477,2023-11-29,2,1835.34
5544,O05545,C00586,P0282,2024-06-28,2,139.18
5545,O05546,C01402,P0274,2023-02-27,1,1128.5
5546,O05547,C01725,P0057,2024-08-31,2,2000.72
5547,O05548,C00498,P0333,2023-06-30,1,1892.24
5548,O05549,C01586,P0289,2024-11-17,1,1780.19
5549,O05550,C01209,P0468,2024-11-17,5,7650.4
5550,O05551,C00918,P0492,2023-03-01,3,363.21
5551,O05552,C00965,P0003,2023-02-10,5,7996.2
5552,O05553,C01835,P0450,2023-08-16,2,1971.66
5553,O05554,C01448,P0371,2024-03-30,1,1479.94
5554,O05555,C01212,P0124,2024-07-17,3,5573.64
5555,O05556,C00789,P0232,2023-10-28,5,4480.35
5556,O05557,C01388,P0118,2024-08-05,1,1123.64
5557,O05558,C01846,P0025,2024-01-14,1,488.67
5558,O05559,C01477,P0420,2023-09-05,4,198.4
5559,O05560,C01612,P0164,2024-12-18,2,1070.12
5560,O05561,C00997,P0359,2023-09-24,1,660.84
5561,O05562,C00104,P0242,2024-08-22,1,412.59
5562,O05563,C00433,P0207,2023-01-23,3,691.23
5563,O05564,C01979,P0373,2023-02-14,3,5576.37
5564,O05565,C01379,P0096,2024-11-05,5,5392.1
5565,O05566,C01121,P0233,2023-04-10,4,3605.12
5566,O05567,C00485,P0361,2024-04-17,4,6289.16
5567,O05568,C00930,P0486,2023-04-23,4,1261.0
5568,O05569,C01485,P0289,2024-05-08,3,5340.57
5569,O05570,C00468,P0093,2023-07-22,2,1498.66
5570,O05571,C00615,P0262,2024-01-25,5,4425.75
5571,O05572,C00382,P0267,2023-03-11,1,1772.83
5572,O05573,C01435,P0066,2023-06-26,3,3370.59
5573,O05574,C00810,P0002,2023-11-21,2,1174.26
5574,O05575,C01788,P0030,2024-03-25,5,5811.9
5575,O05576,C00032,P0162,2024-08-01,3,1253.01
5576,O05577,C00661,P0297,2023-12-19,4,3438.56
5577,O05578,C00327,P0061,2023-08-12,5,8050.75
5578,O05579,C01027,P0100,2023-08-03,3,2381.43
5579,O05580,C00716,P0357,2024-09-26,1,1705.13
5580,O05581,C00101,P0122,2023-03-27,1,539.16
5581,O05582,C00600,P0305,2023-06-24,4,4358.96
5582,O05583,C01940,P0254,2023-10-26,4,2014.44
5583,O05584,C00813,P0185,2023-09-26,4,6380.68
5584,O05585,C01321,P0212,2024-02-23,1,1766.16
5585,O05586,C01579,P0111,2023-06-25,2,2276.9
5586,O05587,C00327,P0386,2023-11-07,4,5176.64
5587,O05588,C00113,P0441,2024-09-24,1,1300.71
5588,O05589,C01409,P0053,2024-05-15,4,3584.88
5589,O05590,C01857,P0490,2023-12-31,5,8593.6
5590,O05591,C00022,P0197,2023-11-05,2,3129.68
5591,O05592,C01991,P0286,2023-08-07,5,5823.2
5592,O05593,C00484,P0492,2023-01-18,3,363.21
5593,O05594,C01477,P0263,2023-07-23,3,1113.57
5594,O05595,C00477,P0289,2023-07-20,4,7120.76
5595,O05596,C01341,P0007,2023-05-11,1,1954.02
5596,O05597,C00169,P0265,2024-05-12,4,4864.56
5597,O05598,C01565,P0379,2024-12-14,2,2057.28
5598,O05599,C00598,P0046,2023-08-07,2,1837.08
5599,O05600,C00566,P0264,2023-08-12,5,5152.2
5600,O05601,C01166,P0376,2024-01-16,2,3721.68
5601,O05602,C01266,P0195,2023-02-24,3,2811.54
5602,O05603,C01397,P0166,2023-07-02,1,62.19
5603,O05604,C01190,P0069,2023-11-11,5,5826.15
5604,O05605,C00546,P0008,2024-01-09,1,1251.26
5605,O05606,C01255,P0144,2023-06-03,3,2309.79
5606,O05607,C00367,P0131,2023-10-11,2,604.44
5607,O05608,C01080,P0052,2023-07-21,2,2380.56
5608,O05609,C00197,P0304,2023-02-18,5,5198.4
5609,O05610,C00864,P0192,2024-01-04,1,942.81
5610,O05611,C00823,P0427,2023-08-10,5,9839.2
5611,O05612,C01356,P0477,2023-12-03,4,3670.68
5612,O05613,C00632,P0269,2024-01-14,5,5963.4
5613,O05614,C00135,P0154,2024-09-23,3,3267.84
5614,O05615,C00286,P0114,2023-06-28,4,4713.44
5615,O05616,C00892,P0242,2023-02-11,2,825.18
5616,O05617,C00528,P0014,2024-12-03,1,32.2
5617,O05618,C00571,P0391,2024-03-22,1,1392.3
5618,O05619,C01149,P0293,2023-04-12,4,430.72
5619,O05620,C01139,P0187,2023-03-22,5,194.4
5620,O05621,C01075,P0027,2023-07-08,4,3759.6
5621,O05622,C01670,P0189,2023-02-02,5,3205.4
5622,O05623,C00577,P0066,2023-05-30,4,4494.12
5623,O05624,C00404,P0434,2024-12-26,4,6757.8
5624,O05625,C00267,P0008,2024-03-27,2,2502.52
5625,O05626,C01033,P0400,2024-03-11,2,1670.44
5626,O05627,C01367,P0180,2023-01-06,3,424.11
5627,O05628,C01489,P0214,2024-10-23,2,3451.62
5628,O05629,C00893,P0057,2024-07-01,1,1000.36
5629,O05630,C00612,P0117,2024-04-01,5,3327.45
5630,O05631,C00830,P0045,2023-03-07,1,622.31
5631,O05632,C00054,P0457,2024-10-30,2,3462.46
5632,O05633,C00693,P0201,2024-08-07,5,7866.85
5633,O05634,C00510,P0084,2024-08-22,1,866.09
5634,O05635,C01260,P0397,2024-04-18,5,9386.2
5635,O05636,C01700,P0394,2023-11-19,3,2779.71
5636,O05637,C01241,P0322,2024-04-22,4,6927.52
5637,O05638,C01627,P0203,2023-06-02,4,4066.28
5638,O05639,C01200,P0365,2024-11-12,1,1542.85
5639,O05640,C00088,P0079,2023-06-11,2,1560.9
5640,O05641,C01476,P0070,2024-01-10,2,3178.72
5641,O05642,C00278,P0278,2023-08-17,1,414.78
5642,O05643,C00976,P0467,2024-08-11,3,47.73
5643,O05644,C01012,P0360,2023-05-26,5,877.65
5644,O05645,C01524,P0190,2024-10-23,3,2058.12
5645,O05646,C01328,P0464,2024-12-04,3,1915.89
5646,O05647,C00880,P0186,2023-01-24,3,693.09
5647,O05648,C00100,P0080,2024-10-21,5,7998.4
5648,O05649,C00878,P0094,2024-11-03,3,146.13
5649,O05650,C00044,P0377,2024-12-31,4,5195.48
5650,O05651,C01734,P0415,2023-01-12,5,9109.55
5651,O05652,C01729,P0246,2024-01-27,3,4348.71
5652,O05653,C00410,P0105,2023-02-01,2,2400.74
5653,O05654,C00594,P0319,2023-03-31,4,5979.12
5654,O05655,C01286,P0234,2024-12-04,3,3694.65
5655,O05656,C00424,P0400,2024-02-21,3,2505.66
5656,O05657,C00971,P0002,2023-10-29,1,587.13
5657,O05658,C01044,P0493,2024-05-23,1,295.7
5658,O05659,C01750,P0321,2024-06-07,3,4893.78
5659,O05660,C00379,P0216,2023-08-15,4,6104.12
5660,O05661,C01927,P0269,2023-03-30,4,4770.72
5661,O05662,C00883,P0213,2024-06-04,5,7641.05
5662,O05663,C01709,P0099,2024-12-18,4,4442.8
5663,O05664,C01047,P0047,2024-02-28,5,1287.55
5664,O05665,C01010,P0030,2023-01-18,2,2324.76
5665,O05666,C00683,P0477,2024-01-10,4,3670.68
5666,O05667,C00392,P0416,2023-08-29,4,1710.0
5667,O05668,C01643,P0448,2023-05-19,3,3794.64
5668,O05669,C01589,P0272,2023-05-30,3,4416.87
5669,O05670,C00139,P0250,2024-11-08,1,710.82
5670,O05671,C00966,P0246,2023-09-12,4,5798.28
5671,O05672,C01419,P0115,2023-07-18,1,1504.01
5672,O05673,C00861,P0051,2024-11-07,2,2588.66
5673,O05674,C00455,P0364,2024-11-27,5,4651.7
5674,O05675,C01830,P0348,2023-08-08,4,3835.0
5675,O05676,C00932,P0497,2023-10-29,4,3722.36
5676,O05677,C00076,P0247,2023-05-05,1,825.1
5677,O05678,C01476,P0477,2023-02-28,1,917.67
5678,O05679,C01684,P0001,2024-09-30,4,7474.16
5679,O05680,C01822,P0400,2023-01-02,1,835.22
5680,O05681,C01267,P0268,2023-01-15,4,2525.16
5681,O05682,C01150,P0194,2023-09-01,5,9073.7
5682,O05683,C00868,P0184,2023-10-03,1,1003.71
5683,O05684,C01623,P0383,2024-06-12,5,904.55
5684,O05685,C00421,P0460,2023-07-23,1,1327.98
5685,O05686,C00995,P0327,2023-07-04,5,4715.0
5686,O05687,C00957,P0365,2024-08-05,3,4628.55
5687,O05688,C00454,P0358,2024-11-16,5,5875.9
5688,O05689,C00667,P0097,2024-09-08,1,627.41
5689,O05690,C00729,P0288,2023-03-14,2,2972.04
5690,O05691,C00338,P0216,2024-01-29,3,4578.09
5691,O05692,C00315,P0272,2024-06-24,5,7361.45
5692,O05693,C00312,P0341,2023-11-24,3,4001.52
