"shipping_id","order_id","shipping_date","shipping_method","shipping_status","flag_shiptype"
2341,887,"2024-08-10","Same-day","Lost","Fast"
2342,4798,"2024-11-19","Standard","Pending","Normal"
2343,4008,"2024-02-08","Express","Pending","Fast"
2344,4478,"2025-03-02","Same-day","Shipped","Fast"
2345,4650,"2025-05-10","Express","Delivered","Fast"
2346,1203,"2024-08-31","Same-day","Shipped","Fast"
2347,2730,"2024-01-03","Express","Shipped","Fast"
2348,2508,"2024-03-22","Standard","Pending","Normal"
2349,3231,"2024-12-22","Same-day","Shipped","Fast"
2350,2609,"2024-04-21","Same-day","Pending","Fast"
2351,3699,"2025-05-06","Standard","Delivered","Normal"
2352,2164,"2024-10-29","Standard","Shipped","Normal"
2353,2236,"2024-08-07","Same-day","Pending","Fast"
2354,3093,"2025-07-11","Standard","Pending","Normal"
2355,3050,"2025-03-10","Express","Pending","Fast"
2356,1760,"2024-06-13","Same-day","Shipped","Fast"
2357,1482,"2024-04-01","Express","Lost","Fast"
2358,3071,"2023-10-03","Express","Shipped","Fast"
2359,2598,"2024-01-29","Same-day","Shipped","Fast"
2360,2296,"2025-03-30","Standard","Delivered","Normal"
2361,2347,"2025-07-16","Same-day","Pending","Fast"
2362,626,"2024-06-15","Standard","Pending","Normal"
2363,897,"2023-08-15","Express","Delivered","Fast"
2364,4267,"2025-03-28","Same-day","Shipped","Fast"
2365,800,"2023-10-25","Express","Pending","Fast"
2366,4361,"2023-09-09","Standard","Pending","Normal"
2367,2807,"2024-10-12","Standard","Delivered","Normal"
2368,700,"2024-02-16","Same-day","Pending","Fast"
2369,1752,"2024-02-25","Standard","Lost","Normal"
2370,3130,"2024-01-23","Standard","Lost","Normal"
2371,3688,"2025-07-15","Same-day","Pending","Fast"
2372,1537,"2024-04-24","Standard","Delivered","Normal"
2373,4188,"2025-06-29","Express","Pending","Fast"
2374,150,"2024-12-28","Same-day","Shipped","Fast"
2375,2770,"2024-09-15","Same-day","Pending","Fast"
2376,1183,"2025-07-04","Express","Shipped","Fast"
2377,475,"2024-12-16","Express","Pending","Fast"
2378,1689,"2024-09-13","Same-day","Shipped","Fast"
2379,4528,"2025-02-18","Same-day","Shipped","Fast"
2380,4423,"2024-08-11","Standard","Lost","Normal"
2381,822,"2024-01-16","Same-day","Lost","Fast"
2382,4859,"2023-09-01","Express","Delivered","Fast"
2383,1773,"2023-10-11","Standard","Delivered","Normal"
2384,3642,"2024-07-12","Same-day","Pending","Fast"
2385,3514,"2024-03-13","Standard","Pending","Normal"
2386,4203,"2025-03-14","Express","Pending","Fast"
2387,2466,"2025-03-13","Express","Lost","Fast"
2388,817,"2024-06-04","Express","Lost","Fast"
2389,4400,"2023-12-16","Express","Shipped","Fast"
2390,2290,"2024-10-06","Same-day","Shipped","Fast"
2391,4069,"2024-04-20","Same-day","Shipped","Fast"
2392,658,"2024-11-30","Same-day","Lost","Fast"
2393,2132,"2023-10-04","Same-day","Lost","Fast"
2394,3130,"2024-08-19","Standard","Shipped","Normal"
2395,1103,"2025-03-18","Same-day","Shipped","Fast"
2396,1359,"2024-12-24","Express","Lost","Fast"
2397,229,"2023-12-21","Same-day","Lost","Fast"
2398,611,"2024-09-26","Express","Lost","Fast"
2399,2139,"2024-09-25","Same-day","Pending","Fast"
2400,4279,"2024-06-04","Express","Shipped","Fast"
2401,1998,"2025-05-09","Same-day","Pending","Fast"
2402,1625,"2024-08-20","Express","Delivered","Fast"
2403,1991,"2025-03-29","Standard","Shipped","Normal"
2404,2652,"2023-10-04","Express","Delivered","Fast"
2405,2187,"2024-06-30","Express","Pending","Fast"
2406,489,"2024-05-14","Standard","Lost","Normal"
2407,799,"2024-10-29","Same-day","Delivered","Fast"
2408,912,"2024-05-02","Same-day","Pending","Fast"
2409,1513,"2024-11-18","Standard","Lost","Normal"
2410,3629,"2024-02-25","Same-day","Lost","Fast"
2411,1385,"2024-07-18","Standard","Pending","Normal"
2412,4438,"2025-04-28","Express","Shipped","Fast"
2413,1697,"2025-07-16","Standard","Pending","Normal"
2414,3189,"2025-03-18","Express","Pending","Fast"
2415,94,"2023-11-09","Express","Shipped","Fast"
2416,1603,"2024-03-05","Same-day","Delivered","Fast"
2417,14,"2024-11-05","Same-day","Shipped","Fast"
2418,4163,"2024-01-23","Same-day","Lost","Fast"
2419,3946,"2025-03-06","Express","Delivered","Fast"
2420,3235,"2023-07-28","Same-day","Pending","Fast"
2421,2385,"2023-09-29","Same-day","Shipped","Fast"
2422,3840,"2025-06-04","Standard","Delivered","Normal"
2423,3956,"2024-10-20","Standard","Shipped","Normal"
2424,379,"2024-12-10","Express","Delivered","Fast"
2425,4695,"2023-08-19","Express","Pending","Fast"
2426,87,"2023-12-05","Express","Shipped","Fast"
2427,3456,"2025-05-13","Standard","Delivered","Normal"
2428,3959,"2023-10-25","Same-day","Shipped","Fast"
2429,3568,"2024-05-30","Express","Shipped","Fast"
2430,889,"2024-05-21","Express","Delivered","Fast"
2431,4453,"2024-11-20","Express","Shipped","Fast"
2432,1944,"2024-09-18","Same-day","Lost","Fast"
2433,3810,"2025-07-04","Express","Delivered","Fast"
2434,3091,"2025-03-27","Express","Delivered","Fast"
2435,1183,"2025-04-20","Express","Shipped","Fast"
2436,4946,"2023-07-30","Standard","Delivered","Normal"
2437,3058,"2023-12-16","Same-day","Delivered","Fast"
2438,22,"2024-11-25","Standard","Pending","Normal"
2439,3959,"2024-01-12","Same-day","Delivered","Fast"
2440,3450,"2024-08-05","Express","Lost","Fast"
2441,3955,"2025-06-23","Same-day","Lost","Fast"
2442,539,"2024-03-23","Standard","Lost","Normal"
2443,3409,"2024-09-23","Same-day","Shipped","Fast"
2444,1520,"2024-11-03","Same-day","Pending","Fast"
2445,769,"2024-09-19","Express","Lost","Fast"
2446,4088,"2025-06-10","Standard","Delivered","Normal"
2447,1207,"2024-05-24","Same-day","Lost","Fast"
2448,343,"2024-05-05","Same-day","Lost","Fast"
2449,2310,"2025-07-16","Standard","Lost","Normal"
2450,4470,"2025-06-05","Same-day","Shipped","Fast"
2451,4289,"2025-04-18","Express","Shipped","Fast"
2452,4229,"2023-10-07","Express","Pending","Fast"
2453,3234,"2025-02-27","Express","Shipped","Fast"
2454,4596,"2024-02-14","Express","Lost","Fast"
2455,405,"2024-03-17","Standard","Lost","Normal"
2456,2456,"2025-01-15","Same-day","Delivered","Fast"
2457,844,"2025-03-22","Standard","Delivered","Normal"
2458,4105,"2024-01-04","Express","Shipped","Fast"
2459,3195,"2024-08-24","Same-day","Delivered","Fast"
2460,4705,"2025-03-19","Express","Pending","Fast"
2461,1822,"2024-09-29","Same-day","Delivered","Fast"
2462,367,"2023-11-04","Express","Delivered","Fast"
2463,1853,"2025-04-04","Express","Shipped","Fast"
2464,1326,"2025-04-16","Standard","Shipped","Normal"
2465,3172,"2024-05-08","Same-day","Lost","Fast"
2466,2437,"2024-02-14","Same-day","Pending","Fast"
2467,2692,"2023-09-16","Same-day","Lost","Fast"
2468,3282,"2023-08-31","Same-day","Pending","Fast"
2469,2103,"2024-05-17","Standard","Lost","Normal"
2470,3518,"2023-11-24","Express","Lost","Fast"
2471,3828,"2023-11-11","Express","Pending","Fast"
2472,2446,"2024-09-14","Standard","Pending","Normal"
2473,895,"2024-10-02","Express","Pending","Fast"
2474,4824,"2025-04-09","Express","Shipped","Fast"
2475,683,"2024-01-16","Standard","Shipped","Normal"
2476,3288,"2024-11-07","Same-day","Pending","Fast"
2477,304,"2023-09-20","Express","Pending","Fast"
2478,2646,"2023-09-06","Same-day","Shipped","Fast"
2479,1890,"2024-07-24","Express","Delivered","Fast"
2480,4991,"2025-04-27","Same-day","Shipped","Fast"
2481,168,"2024-06-30","Standard","Shipped","Normal"
2482,3170,"2024-03-08","Same-day","Pending","Fast"
2483,2050,"2024-11-15","Standard","Shipped","Normal"
2484,4663,"2025-03-25","Express","Pending","Fast"
2485,272,"2025-04-28","Standard","Delivered","Normal"
2486,4625,"2024-11-17","Same-day","Shipped","Fast"
2487,3986,"2023-11-17","Express","Lost","Fast"
2488,127,"2024-12-18","Standard","Pending","Normal"
2489,1880,"2024-09-11","Standard","Lost","Normal"
2490,2445,"2025-02-12","Standard","Shipped","Normal"
2491,1071,"2024-12-04","Standard","Shipped","Normal"
2492,2755,"2025-02-23","Same-day","Shipped","Fast"
2493,938,"2025-03-23","Same-day","Delivered","Fast"
2494,4884,"2023-09-25","Same-day","Shipped","Fast"
2495,3692,"2025-06-13","Same-day","Pending","Fast"
2496,435,"2024-03-30","Same-day","Delivered","Fast"
2497,1011,"2025-05-17","Express","Shipped","Fast"
2498,4525,"2024-08-03","Express","Lost","Fast"
2499,567,"2025-07-11","Express","Delivered","Fast"
2500,3062,"2025-01-24","Same-day","Shipped","Fast"
2501,4577,"2024-01-07","Same-day","Shipped","Fast"
2502,4702,"2025-06-02","Standard","Lost","Normal"
2503,818,"2025-01-02","Express","Delivered","Fast"
2504,1539,"2025-02-17","Standard","Lost","Normal"
2505,3254,"2025-07-15","Express","Shipped","Fast"
2506,4464,"2024-10-16","Standard","Shipped","Normal"
2507,1165,"2024-03-15","Express","Lost","Fast"
2508,4748,"2023-11-05","Express","Shipped","Fast"
2509,3206,"2025-04-03","Same-day","Lost","Fast"
2510,3806,"2025-06-11","Express","Delivered","Fast"
2511,89,"2024-08-11","Same-day","Delivered","Fast"
2512,3788,"2024-05-08","Express","Lost","Fast"
2513,2272,"2024-01-14","Standard","Lost","Normal"
2514,1435,"2024-12-27","Standard","Lost","Normal"
2515,966,"2025-07-12","Standard","Pending","Normal"
2516,2721,"2023-09-14","Standard","Shipped","Normal"
2517,2021,"2024-07-06","Same-day","Pending","Fast"
2518,549,"2024-07-11","Express","Delivered","Fast"
2519,4902,"2025-06-23","Express","Shipped","Fast"
2520,2040,"2024-10-06","Standard","Lost","Normal"
2521,3261,"2024-06-18","Standard","Shipped","Normal"
2522,1135,"2024-12-05","Same-day","Delivered","Fast"
2523,2793,"2024-11-28","Express","Delivered","Fast"
2524,1408,"2024-05-24","Standard","Shipped","Normal"
2525,3290,"2025-01-16","Standard","Pending","Normal"
2526,29,"2024-12-12","Same-day","Shipped","Fast"
2527,1152,"2025-03-16","Same-day","Shipped","Fast"
2528,1428,"2024-09-14","Standard","Shipped","Normal"
2529,927,"2024-08-25","Standard","Shipped","Normal"
2530,3469,"2023-09-18","Express","Delivered","Fast"
2531,4681,"2023-11-24","Express","Delivered","Fast"
2532,206,"2025-03-15","Express","Lost","Fast"
2533,4509,"2024-08-14","Same-day","Lost","Fast"
2534,4179,"2025-03-15","Express","Lost","Fast"
2535,3732,"2024-01-13","Express","Lost","Fast"
2536,3006,"2025-04-11","Express","Lost","Fast"
2537,2264,"2025-03-16","Standard","Lost","Normal"
2538,4214,"2025-04-16","Express","Shipped","Fast"
2539,86,"2024-09-21","Same-day","Delivered","Fast"
2540,1160,"2024-07-29","Standard","Pending","Normal"
2541,4944,"2025-07-12","Standard","Delivered","Normal"
2542,1900,"2023-10-04","Express","Lost","Fast"
2543,1631,"2023-09-25","Express","Shipped","Fast"
2544,3016,"2024-07-20","Express","Shipped","Fast"
2545,4467,"2024-10-25","Express","Lost","Fast"
2546,1891,"2025-07-16","Express","Shipped","Fast"
2547,4125,"2024-04-26","Express","Pending","Fast"
2548,2442,"2025-04-27","Express","Shipped","Fast"
2549,1574,"2025-05-06","Same-day","Lost","Fast"
2550,678,"2024-12-01","Same-day","Lost","Fast"
2551,35,"2023-08-09","Standard","Delivered","Normal"
2552,3345,"2023-09-03","Same-day","Delivered","Fast"
2553,2967,"2025-06-18","Same-day","Shipped","Fast"
2554,3676,"2024-02-18","Standard","Lost","Normal"
2555,1961,"2025-07-17","Express","Lost","Fast"
2556,2673,"2024-12-19","Standard","Shipped","Normal"
2557,692,"2024-11-03","Standard","Pending","Normal"
2558,3933,"2024-06-15","Standard","Pending","Normal"
2559,2552,"2025-05-24","Standard","Pending","Normal"
2560,2770,"2024-12-17","Express","Shipped","Fast"
2561,2079,"2025-02-15","Standard","Delivered","Normal"
2562,3092,"2023-12-27","Standard","Delivered","Normal"
2563,4702,"2024-06-02","Same-day","Pending","Fast"
2564,1784,"2025-01-21","Same-day","Delivered","Fast"
2565,2828,"2023-07-22","Same-day","Lost","Fast"
2566,1001,"2024-12-02","Express","Pending","Fast"
2567,213,"2023-12-31","Same-day","Lost","Fast"
2568,1335,"2025-06-14","Express","Lost","Fast"
2569,668,"2025-04-19","Express","Pending","Fast"
2570,2493,"2023-07-25","Same-day","Delivered","Fast"
2571,386,"2023-11-23","Express","Pending","Fast"
2572,725,"2023-09-27","Same-day","Pending","Fast"
2573,1234,"2024-05-22","Same-day","Shipped","Fast"
2574,4449,"2025-02-21","Same-day","Delivered","Fast"
2575,2004,"2024-09-07","Same-day","Pending","Fast"
2576,1552,"2024-06-23","Standard","Delivered","Normal"
2577,711,"2023-08-06","Same-day","Lost","Fast"
2578,4681,"2024-08-29","Same-day","Pending","Fast"
2579,2707,"2025-06-04","Same-day","Delivered","Fast"
2580,3012,"2024-04-28","Standard","Lost","Normal"
2581,4205,"2023-11-03","Standard","Pending","Normal"
2582,4776,"2025-05-08","Express","Lost","Fast"
2583,3951,"2025-07-12","Standard","Pending","Normal"
2584,4639,"2024-07-06","Express","Pending","Fast"
2585,4737,"2023-09-11","Same-day","Pending","Fast"
2586,98,"2025-01-02","Same-day","Delivered","Fast"
2587,1807,"2024-03-14","Standard","Lost","Normal"
2588,2777,"2025-01-14","Standard","Shipped","Normal"
2589,4939,"2024-03-07","Standard","Pending","Normal"
2590,3718,"2023-10-19","Express","Delivered","Fast"
2591,819,"2025-04-20","Standard","Shipped","Normal"
2592,4037,"2023-08-26","Same-day","Pending","Fast"
2593,4039,"2024-07-19","Express","Lost","Fast"
2594,668,"2024-10-06","Same-day","Lost","Fast"
2595,3981,"2024-03-11","Same-day","Pending","Fast"
2596,220,"2023-09-18","Same-day","Delivered","Fast"
2597,1575,"2025-01-19","Express","Lost","Fast"
2598,268,"2024-02-27","Standard","Delivered","Normal"
2599,2830,"2024-03-28","Standard","Delivered","Normal"
2600,3366,"2023-11-07","Standard","Delivered","Normal"
2601,4099,"2024-04-17","Same-day","Pending","Fast"
2602,3702,"2023-08-27","Express","Lost","Fast"
2603,467,"2024-04-26","Express","Pending","Fast"
2604,4696,"2024-01-09","Same-day","Pending","Fast"
2605,2486,"2023-12-01","Standard","Delivered","Normal"
2606,604,"2024-01-04","Standard","Lost","Normal"
2607,1062,"2024-03-13","Standard","Delivered","Normal"
2608,2078,"2024-11-01","Same-day","Pending","Fast"
2609,3130,"2025-04-15","Express","Pending","Fast"
2610,40,"2024-07-15","Express","Shipped","Fast"
2611,2704,"2025-03-04","Standard","Lost","Normal"
2612,764,"2024-03-05","Same-day","Lost","Fast"
2613,3213,"2023-11-30","Standard","Lost","Normal"
2614,2076,"2024-09-01","Standard","Pending","Normal"
2615,4431,"2025-02-19","Standard","Pending","Normal"
2616,1900,"2024-12-18","Standard","Lost","Normal"
2617,4549,"2023-11-17","Standard","Pending","Normal"
2618,4839,"2024-02-22","Express","Delivered","Fast"
2619,2628,"2023-10-16","Express","Pending","Fast"
2620,1711,"2024-09-29","Express","Pending","Fast"
2621,1959,"2024-02-19","Standard","Delivered","Normal"
2622,3672,"2024-03-25","Same-day","Shipped","Fast"
2623,3156,"2025-02-20","Standard","Lost","Normal"
2624,4577,"2024-05-31","Express","Pending","Fast"
2625,2121,"2024-02-27","Same-day","Shipped","Fast"
2626,945,"2025-02-20","Standard","Shipped","Normal"
2627,4566,"2024-07-16","Express","Lost","Fast"
2628,3716,"2024-03-03","Same-day","Lost","Fast"
2629,3308,"2024-03-09","Same-day","Pending","Fast"
2630,3748,"2024-12-19","Standard","Pending","Normal"
2631,3808,"2023-12-31","Same-day","Delivered","Fast"
2632,3569,"2024-02-06","Express","Shipped","Fast"
2633,497,"2025-05-21","Same-day","Shipped","Fast"
2634,77,"2024-11-01","Same-day","Delivered","Fast"
2635,3177,"2023-09-13","Same-day","Pending","Fast"
2636,2293,"2023-08-06","Standard","Shipped","Normal"
2637,1839,"2025-02-27","Standard","Delivered","Normal"
2638,2541,"2025-05-15","Express","Lost","Fast"
2639,2660,"2024-04-06","Same-day","Pending","Fast"
2640,4810,"2025-04-08","Same-day","Delivered","Fast"
2641,3728,"2025-02-16","Express","Delivered","Fast"
2642,1911,"2023-12-28","Standard","Pending","Normal"
2643,656,"2024-10-28","Express","Lost","Fast"
2644,3871,"2023-08-28","Express","Pending","Fast"
2645,1937,"2024-06-27","Standard","Lost","Normal"
2646,366,"2024-10-02","Same-day","Pending","Fast"
2647,1865,"2025-06-03","Standard","Lost","Normal"
2648,1850,"2025-04-17","Same-day","Pending","Fast"
2649,1451,"2025-01-16","Same-day","Pending","Fast"
2650,2165,"2024-04-25","Same-day","Pending","Fast"
2651,4753,"2024-09-19","Standard","Delivered","Normal"
2652,3443,"2024-03-12","Same-day","Lost","Fast"
2653,3697,"2024-02-09","Express","Shipped","Fast"
2654,2731,"2023-09-25","Same-day","Delivered","Fast"
2655,4095,"2024-04-22","Express","Delivered","Fast"
2656,2163,"2025-01-31","Standard","Delivered","Normal"
2657,2788,"2023-09-24","Same-day","Delivered","Fast"
2658,953,"2024-12-26","Express","Delivered","Fast"
2659,3,"2023-08-07","Same-day","Shipped","Fast"
2660,2476,"2023-08-09","Express","Delivered","Fast"
2661,4447,"2023-08-14","Standard","Pending","Normal"
2662,2302,"2024-06-24","Express","Delivered","Fast"
2663,4370,"2025-03-14","Standard","Delivered","Normal"
2664,354,"2023-10-01","Same-day","Pending","Fast"
2665,4806,"2024-05-15","Standard","Shipped","Normal"
2666,2487,"2024-05-11","Same-day","Shipped","Fast"
2667,3595,"2024-08-04","Express","Shipped","Fast"
2668,1780,"2025-05-28","Same-day","Lost","Fast"
2669,960,"2023-08-22","Standard","Delivered","Normal"
2670,4436,"2024-04-05","Same-day","Delivered","Fast"
2671,760,"2023-09-16","Standard","Delivered","Normal"
2672,2822,"2024-01-26","Same-day","Delivered","Fast"
2673,3171,"2024-03-30","Standard","Delivered","Normal"
2674,161,"2025-02-06","Same-day","Lost","Fast"
2675,2793,"2024-06-26","Same-day","Delivered","Fast"
2676,2372,"2025-03-13","Express","Pending","Fast"
2677,1329,"2024-01-22","Standard","Shipped","Normal"
2678,3963,"2023-10-18","Express","Delivered","Fast"
2679,422,"2024-10-28","Same-day","Pending","Fast"
2680,3728,"2023-08-01","Standard","Delivered","Normal"
2681,4869,"2024-05-27","Same-day","Lost","Fast"
2682,4782,"2025-03-29","Express","Pending","Fast"
2683,2949,"2025-06-14","Standard","Shipped","Normal"
2684,4750,"2024-02-25","Standard","Delivered","Normal"
2685,2449,"2023-12-07","Same-day","Shipped","Fast"
2686,3911,"2024-03-15","Standard","Pending","Normal"
2687,3388,"2024-04-18","Standard","Shipped","Normal"
2688,962,"2025-04-25","Standard","Shipped","Normal"
2689,862,"2024-12-29","Standard","Lost","Normal"
2690,881,"2024-10-31","Standard","Delivered","Normal"
2691,420,"2025-06-28","Express","Lost","Fast"
2692,3966,"2024-08-21","Same-day","Pending","Fast"
2693,4720,"2024-06-18","Express","Delivered","Fast"
2694,3873,"2024-12-24","Standard","Lost","Normal"
2695,3213,"2023-10-03","Standard","Delivered","Normal"
2696,2513,"2024-06-30","Standard","Pending","Normal"
2697,3683,"2025-03-22","Same-day","Lost","Fast"
2698,2966,"2025-01-25","Express","Pending","Fast"
2699,2376,"2023-08-19","Standard","Delivered","Normal"
2700,2877,"2024-01-05","Same-day","Lost","Fast"
2701,3427,"2025-04-24","Standard","Pending","Normal"
2702,2797,"2024-01-09","Standard","Delivered","Normal"
2703,3780,"2025-02-17","Express","Pending","Fast"
2704,1228,"2025-03-16","Same-day","Lost","Fast"
2705,4193,"2024-05-29","Standard","Delivered","Normal"
2706,4631,"2024-12-09","Express","Shipped","Fast"
2707,3735,"2023-10-05","Express","Delivered","Fast"
2708,1243,"2024-01-29","Express","Pending","Fast"
2709,1364,"2024-02-29","Same-day","Shipped","Fast"
2710,3174,"2025-04-19","Same-day","Shipped","Fast"
2711,4724,"2025-06-22","Express","Lost","Fast"
2712,1722,"2025-05-24","Express","Delivered","Fast"
2713,2426,"2024-08-09","Standard","Shipped","Normal"
2714,4153,"2024-06-24","Same-day","Delivered","Fast"
2715,2768,"2025-05-08","Express","Delivered","Fast"
2716,2199,"2024-02-18","Express","Shipped","Fast"
2717,203,"2025-01-19","Same-day","Pending","Fast"
2718,1665,"2025-05-04","Standard","Delivered","Normal"
2719,4752,"2025-05-03","Express","Lost","Fast"
2720,86,"2024-05-05","Express","Pending","Fast"
2721,4988,"2025-02-04","Standard","Pending","Normal"
2722,4158,"2024-02-02","Standard","Shipped","Normal"
2723,2113,"2024-06-26","Same-day","Delivered","Fast"
2724,3115,"2024-11-07","Standard","Lost","Normal"
2725,4329,"2025-01-15","Express","Pending","Fast"
2726,2858,"2024-08-12","Same-day","Delivered","Fast"
2727,3415,"2025-01-04","Standard","Delivered","Normal"
2728,94,"2025-05-19","Same-day","Pending","Fast"
2729,3555,"2024-03-06","Standard","Shipped","Normal"
2730,3105,"2025-01-08","Same-day","Shipped","Fast"
2731,4835,"2024-09-04","Standard","Shipped","Normal"
2732,4895,"2025-04-10","Standard","Pending","Normal"
2733,1491,"2024-09-07","Express","Delivered","Fast"
2734,3341,"2025-02-11","Same-day","Lost","Fast"
2735,555,"2024-08-22","Express","Delivered","Fast"
2736,1790,"2025-04-21","Standard","Pending","Normal"
2737,4255,"2023-08-21","Express","Lost","Fast"
2738,1084,"2024-12-14","Express","Lost","Fast"
2739,3357,"2023-08-21","Express","Pending","Fast"
2740,4489,"2025-05-14","Same-day","Delivered","Fast"
2741,3903,"2024-08-27","Standard","Pending","Normal"
2742,277,"2023-10-12","Standard","Shipped","Normal"
2743,3628,"2024-10-09","Standard","Shipped","Normal"
2744,3611,"2025-05-22","Standard","Delivered","Normal"
2745,3738,"2024-01-02","Same-day","Lost","Fast"
2746,3597,"2025-03-10","Express","Shipped","Fast"
2747,4884,"2025-03-07","Standard","Lost","Normal"
2748,3069,"2024-06-10","Same-day","Lost","Fast"
2749,3838,"2023-08-05","Standard","Lost","Normal"
2750,335,"2023-07-30","Same-day","Shipped","Fast"
2751,1681,"2023-08-31","Standard","Shipped","Normal"
2752,4666,"2024-05-01","Standard","Lost","Normal"
2753,4629,"2025-05-20","Same-day","Lost","Fast"
2754,3329,"2024-03-23","Same-day","Pending","Fast"
2755,1183,"2025-06-25","Standard","Lost","Normal"
2756,3083,"2024-03-26","Same-day","Delivered","Fast"
2757,1826,"2024-09-11","Same-day","Shipped","Fast"
2758,4072,"2023-12-28","Same-day","Pending","Fast"
2759,3838,"2025-07-11","Standard","Shipped","Normal"
2760,4828,"2023-12-20","Same-day","Lost","Fast"
2761,1506,"2024-06-17","Same-day","Shipped","Fast"
2762,3638,"2025-03-04","Same-day","Lost","Fast"
2763,572,"2023-12-13","Standard","Delivered","Normal"
2764,700,"2024-10-30","Standard","Shipped","Normal"
2765,452,"2024-05-04","Standard","Lost","Normal"
2766,3587,"2023-12-12","Standard","Shipped","Normal"
2767,1953,"2023-11-12","Express","Delivered","Fast"
2768,2930,"2025-04-10","Express","Lost","Fast"
2769,1010,"2025-05-26","Same-day","Shipped","Fast"
2770,1066,"2024-12-28","Same-day","Delivered","Fast"
2771,4538,"2024-07-04","Same-day","Shipped","Fast"
2772,4892,"2024-07-26","Express","Shipped","Fast"
2773,3437,"2025-05-31","Same-day","Shipped","Fast"
2774,1413,"2023-09-03","Same-day","Pending","Fast"
2775,1536,"2024-08-31","Standard","Delivered","Normal"
2776,267,"2023-12-25","Standard","Shipped","Normal"
2777,3334,"2024-05-09","Express","Pending","Fast"
2778,4421,"2024-06-12","Standard","Pending","Normal"
2779,1376,"2024-11-10","Standard","Shipped","Normal"
2780,2355,"2024-05-24","Standard","Lost","Normal"
2781,1653,"2024-05-24","Express","Shipped","Fast"
2782,1344,"2023-09-10","Same-day","Shipped","Fast"
2783,1900,"2025-05-21","Express","Delivered","Fast"
2784,1578,"2025-03-14","Same-day","Shipped","Fast"
2785,1982,"2025-05-20","Express","Pending","Fast"
2786,426,"2024-02-04","Same-day","Lost","Fast"
2787,1173,"2024-03-27","Same-day","Pending","Fast"
2788,1767,"2024-04-21","Same-day","Lost","Fast"
2789,4829,"2025-03-04","Same-day","Pending","Fast"
2790,1883,"2024-02-13","Same-day","Pending","Fast"
2791,2067,"2023-08-01","Same-day","Shipped","Fast"
2792,2294,"2025-05-17","Standard","Pending","Normal"
2793,3106,"2024-03-23","Standard","Shipped","Normal"
2794,185,"2025-03-09","Same-day","Lost","Fast"
2795,3287,"2025-05-28","Same-day","Shipped","Fast"
2796,226,"2024-05-01","Express","Delivered","Fast"
2797,3096,"2024-07-25","Same-day","Delivered","Fast"
2798,4637,"2025-01-28","Standard","Pending","Normal"
2799,2119,"2024-06-07","Same-day","Delivered","Fast"
2800,1857,"2025-06-14","Express","Shipped","Fast"
2801,19,"2024-07-26","Same-day","Lost","Fast"
2802,3268,"2024-01-23","Standard","Lost","Normal"
2803,2817,"2025-05-26","Express","Lost","Fast"
2804,1070,"2024-10-01","Express","Lost","Fast"
2805,1563,"2025-02-17","Standard","Delivered","Normal"
2806,2794,"2024-11-11","Express","Pending","Fast"
2807,3586,"2024-07-07","Standard","Shipped","Normal"
2808,4405,"2025-05-24","Standard","Shipped","Normal"
2809,3210,"2024-05-06","Standard","Shipped","Normal"
2810,2647,"2023-12-13","Standard","Delivered","Normal"
2811,1152,"2025-02-09","Standard","Shipped","Normal"
2812,4906,"2024-07-13","Standard","Delivered","Normal"
2813,2503,"2023-11-30","Express","Delivered","Fast"
2814,741,"2023-12-25","Standard","Pending","Normal"
2815,1119,"2024-01-29","Same-day","Delivered","Fast"
2816,4144,"2023-07-23","Standard","Lost","Normal"
2817,2816,"2024-12-17","Express","Shipped","Fast"
2818,1987,"2025-02-08","Express","Lost","Fast"
2819,3952,"2024-01-21","Standard","Pending","Normal"
2820,398,"2023-11-11","Same-day","Lost","Fast"
2821,271,"2025-04-16","Same-day","Pending","Fast"
2822,3134,"2025-07-17","Standard","Pending","Normal"
2823,2171,"2025-06-12","Express","Lost","Fast"
2824,2080,"2025-01-31","Express","Shipped","Fast"
2825,4351,"2025-01-16","Same-day","Delivered","Fast"
2826,4553,"2025-06-01","Express","Delivered","Fast"
2827,2756,"2024-01-03","Standard","Pending","Normal"
2828,2354,"2024-11-16","Same-day","Delivered","Fast"
2829,4356,"2025-07-16","Same-day","Delivered","Fast"
2830,3923,"2025-01-17","Standard","Lost","Normal"
2831,2791,"2024-02-26","Same-day","Delivered","Fast"
2832,2011,"2024-09-13","Same-day","Lost","Fast"
2833,874,"2024-09-10","Express","Lost","Fast"
2834,954,"2025-05-30","Standard","Pending","Normal"
2835,4741,"2023-09-13","Express","Lost","Fast"
2836,4263,"2024-06-28","Standard","Pending","Normal"
2837,81,"2024-04-26","Same-day","Pending","Fast"
2838,2097,"2024-02-23","Standard","Shipped","Normal"
2839,1366,"2024-01-14","Express","Delivered","Fast"
2840,2967,"2025-01-28","Express","Delivered","Fast"
2841,2868,"2025-06-01","Same-day","Lost","Fast"
2842,2548,"2024-02-17","Express","Lost","Fast"
2843,1173,"2024-01-10","Express","Lost","Fast"
2844,4337,"2023-07-29","Express","Pending","Fast"
2845,53,"2025-01-26","Same-day","Lost","Fast"
2846,2655,"2023-10-09","Express","Lost","Fast"
2847,2029,"2025-07-12","Standard","Lost","Normal"
2848,3638,"2025-03-17","Express","Shipped","Fast"
2849,3361,"2025-04-29","Standard","Lost","Normal"
2850,2480,"2024-09-22","Same-day","Delivered","Fast"
