order_id,shipping_date,shipping_fee,shipping_status
ORD11268,2025-05-10,6.86,Pending
ORD11269,2025-03-08,14.48,Delayed
ORD11270,2023-08-09,17.43,Cancelled
ORD11271,2023-03-14,4.93,Delayed
ORD11272,2025-01-17,3.42,Pending
ORD11273,2025-02-13,15.95,Cancelled
ORD11274,2024-09-20,2.54,Pending
ORD11275,2023-02-21,1.24,Pending
ORD11276,2024-05-23,16.86,Shipped
ORD11277,2023-10-02,14.05,Cancelled
ORD11278,2024-07-12,17.28,Delayed
ORD11279,2023-07-29,10.61,Cancelled
ORD11280,2025-05-10,19.37,Shipped
ORD11281,2024-09-11,11.68,Pending
ORD11282,2023-05-04,18.45,Shipped
ORD11283,2023-01-11,14.49,Shipped
ORD11284,2023-12-01,13.46,Pending
ORD11285,2023-07-10,10.55,Shipped
ORD11286,2024-07-01,9.87,Shipped
ORD11287,2024-10-31,16.38,Pending
ORD11288,2023-03-01,13.11,Cancelled
ORD11289,2025-01-31,8.31,Pending
ORD11290,2025-06-17,8.45,Delayed
ORD11291,2025-06-04,10.12,Shipped
ORD11292,2025-02-24,13.35,Pending
ORD11293,2024-03-19,8.87,Delayed
ORD11294,2023-08-09,12.05,Delayed
ORD11295,2025-07-04,7.39,Pending
ORD11296,2023-01-03,4.82,Cancelled
ORD11297,2024-06-19,12.61,Pending
ORD11298,2024-12-24,13.69,Delayed
ORD11299,2025-04-15,19.77,Shipped
ORD11300,2024-12-13,16.82,Cancelled
ORD11301,2023-12-26,7.86,Delayed
ORD11302,2024-09-23,13.03,Pending
ORD11303,2025-03-02,13.66,Shipped
ORD11304,2024-10-28,13.54,Pending
ORD11305,2023-06-18,14.5,Delayed
ORD11306,2025-01-08,3.4,Cancelled
ORD11307,2023-04-06,19.1,Delayed
ORD11308,2023-06-19,8.88,Shipped
ORD11309,2023-07-26,12.06,Delayed
ORD11310,2023-10-09,1.9,Pending
ORD11311,2023-03-07,2.04,Cancelled
ORD11312,2025-06-12,10.53,Shipped
ORD11313,2024-06-01,9.67,Shipped
ORD11314,2023-06-07,3.39,Cancelled
ORD11315,2025-02-03,7.27,Delayed
ORD11316,2025-02-13,17.14,Delayed
ORD11317,2025-01-16,16.11,Shipped
ORD11318,2023-11-02,10.51,Pending
ORD11319,2025-06-01,16.19,Pending
ORD11320,2024-02-01,10.65,Pending
ORD11321,2023-03-20,18.28,Shipped
ORD11322,2023-07-07,7.23,Delayed
ORD11323,2024-07-29,12.15,Cancelled
ORD11324,2023-12-03,10.44,Delayed
ORD11325,2024-11-11,11.91,Pending
ORD11326,2024-07-23,8.6,Shipped
ORD11327,2024-09-15,8.76,Delayed
ORD11328,2024-12-31,9.37,Delayed
ORD11329,2023-08-29,3.62,Pending
ORD11330,2024-06-18,19.22,Cancelled
ORD11331,2023-05-27,3.06,Delayed
ORD11332,2023-09-26,13.47,Shipped
ORD11333,2023-05-25,17.9,Pending
ORD11334,2024-04-03,11.69,Delayed
ORD11335,2023-03-17,12.03,Delayed
ORD11336,2024-01-25,4.6,Delayed
ORD11337,2024-09-21,15.07,Delayed
ORD11338,2023-07-21,9.7,Cancelled
ORD11339,2023-07-30,17.41,Shipped
ORD11340,2024-12-27,14.71,Pending
ORD11341,2024-07-23,18.45,Cancelled
ORD11342,2025-03-10,7.52,Delayed
ORD11343,2025-03-15,1.31,Shipped
ORD11344,2024-11-20,14.43,Shipped
ORD11345,2025-05-11,14.25,Delayed
ORD11346,2025-06-03,14.68,Cancelled
ORD11347,2024-10-05,10.8,Pending
ORD11348,2024-03-07,18.98,Delayed
ORD11349,2025-06-14,19.23,Pending
ORD11350,2023-11-22,8.29,Shipped
ORD11351,2024-03-23,18.55,Delayed
ORD11352,2025-03-16,2.65,Cancelled
ORD11353,2023-10-21,1.58,Cancelled
ORD11354,2023-08-14,3.02,Delayed
ORD11355,2023-03-10,13.76,Cancelled
ORD11356,2024-07-13,1.65,Cancelled
ORD11357,2024-12-19,11.16,Cancelled
ORD11358,2024-05-15,3.58,Pending
ORD11359,2025-05-01,1.55,Pending
ORD11360,2023-03-03,18.6,Pending
ORD11361,2024-02-05,11.46,Shipped
ORD11362,2023-09-14,18.93,Pending
ORD11363,2024-07-31,1.22,Cancelled
ORD11364,2023-08-29,8.52,Cancelled
ORD11365,2025-03-14,9.14,Pending
ORD11366,2023-02-10,9.41,Shipped
ORD11367,2023-01-26,4.79,Cancelled
ORD11368,2024-02-16,5.25,Delayed
ORD11369,2024-04-09,10.56,Cancelled
ORD11370,2024-07-25,7.87,Cancelled
ORD11371,2024-02-22,1.02,Shipped
ORD11372,2023-12-27,12.01,Shipped
ORD11373,2024-01-18,7.6,Delayed
ORD11374,2025-03-20,10.32,Delayed
ORD11375,2023-06-11,16.94,Pending
ORD11376,2024-07-24,12.19,Cancelled
ORD11377,2024-03-10,10.09,Delayed
ORD11378,2023-02-20,5.95,Cancelled
ORD11379,2023-11-24,4.82,Pending
ORD11380,2024-03-09,2.44,Delayed
ORD11381,2024-03-06,14.79,Shipped
ORD11382,2023-02-28,12.22,Delayed
ORD11383,2024-08-02,6.14,Cancelled
ORD11384,2023-09-30,17.99,Cancelled
ORD11385,2023-03-15,15.18,Pending
ORD11386,2024-12-30,14.65,Shipped
ORD11387,2025-06-24,15.35,Cancelled
ORD11388,2024-08-23,11.14,Shipped
ORD11389,2024-03-26,17.15,Delayed
ORD11390,2025-03-05,5.03,Shipped
ORD11391,2023-09-19,3.6,Pending
ORD11392,2024-11-06,9.03,Cancelled
ORD11393,2024-05-07,3.43,Delayed
ORD11394,2025-01-16,19.7,Shipped
ORD11395,2024-10-06,14.04,Delayed
ORD11396,2023-02-19,10.8,Delayed
ORD11397,2024-10-25,1.27,Shipped
ORD11398,2023-11-16,15.81,Cancelled
ORD11399,2024-02-17,3.32,Delayed
ORD11400,2024-03-14,12.56,Cancelled
ORD11401,2023-01-05,15.6,Shipped
ORD11402,2025-04-26,1.78,Shipped
ORD11403,2023-05-25,18.41,Shipped
ORD11404,2024-01-02,19.36,Shipped
ORD11405,2024-02-27,9.56,Delayed
ORD11406,2024-07-30,5.9,Cancelled
ORD11407,2025-02-27,18.44,Pending
ORD11408,2024-07-20,12.99,Cancelled
ORD11409,2025-04-27,6.38,Cancelled
ORD11410,2024-03-20,15.31,Pending
ORD11411,2024-03-13,16.59,Shipped
ORD11412,2024-10-04,11.53,Delayed
ORD11413,2024-07-09,2.99,Shipped
ORD11414,2023-02-27,11.91,Delayed
ORD11415,2024-07-16,18.98,Cancelled
ORD11416,2023-07-03,10.46,Pending
ORD11417,2023-10-21,3.73,Pending
ORD11418,2023-02-18,19.22,Delayed
ORD11419,2023-06-25,6.58,Delayed
ORD11420,2023-09-29,13.44,Pending
ORD11421,2024-02-23,7.81,Shipped
ORD11422,2025-05-02,2.97,Shipped
ORD11423,2023-05-25,4.73,Delayed
ORD11424,2023-09-08,12.42,Shipped
ORD11425,2023-05-31,11.98,Pending
ORD11426,2023-08-24,13.57,Delayed
ORD11427,2025-03-07,2.2,Pending
ORD11428,2024-10-01,6.96,Cancelled
ORD11429,2024-12-09,12.81,Shipped
ORD11430,2024-01-15,14.85,Pending
ORD11431,2023-03-26,15.45,Pending
ORD11432,2024-09-03,5.69,Cancelled
ORD11433,2025-01-12,13.91,Cancelled
ORD11434,2023-03-07,8.39,Cancelled
ORD11435,2023-03-31,1.69,Cancelled
ORD11436,2023-04-03,16.8,Delayed
ORD11437,2024-12-17,18.03,Shipped
ORD11438,2024-12-26,17.99,Delayed
ORD11439,2023-07-23,1.32,Pending
ORD11440,2024-01-23,11.72,Cancelled
ORD11441,2024-08-29,11.45,Cancelled
ORD11442,2024-04-23,6.45,Pending
ORD11443,2024-07-29,1.41,Shipped
ORD11444,2025-02-26,10.7,Cancelled
ORD11445,2024-08-31,5.54,Pending
ORD11446,2025-03-29,13.04,Cancelled
ORD11447,2024-06-28,14.41,Pending
ORD11448,2023-08-04,8.31,Cancelled
ORD11449,2023-03-20,5.6,Pending
ORD11450,2023-03-08,17.67,Cancelled
ORD11451,2024-11-29,3.33,Delayed
ORD11452,2024-07-02,11.63,Delayed
ORD11453,2023-08-08,3.23,Pending
ORD11454,2023-01-18,16.67,Shipped
ORD11455,2025-03-24,2.48,Cancelled
ORD11456,2024-02-24,10.68,Shipped
ORD11457,2023-02-04,7.48,Cancelled
ORD11458,2023-06-15,8.71,Cancelled
ORD11459,2023-08-26,10.37,Pending
ORD11460,2025-01-09,19.76,Pending
ORD11461,2023-07-05,15.5,Pending
ORD11462,2025-04-11,2.12,Pending
ORD11463,2024-07-11,11.08,Cancelled
ORD11464,2023-12-07,7.07,Cancelled
ORD11465,2024-04-06,6.13,Delayed
ORD11466,2023-03-27,10.57,Pending
ORD11467,2024-10-14,5.53,Shipped
ORD11468,2025-02-12,4.98,Shipped
ORD11469,2025-04-03,8.18,Cancelled
ORD11470,2025-01-29,11.07,Shipped
ORD11471,2024-04-19,12.3,Pending
ORD11472,2024-11-04,6.06,Cancelled
ORD11473,2024-12-17,13.59,Pending
ORD11474,2023-04-25,8.18,Delayed
ORD11475,2023-10-25,15.26,Cancelled
ORD11476,2025-04-04,2.22,Cancelled
ORD11477,2024-09-28,6.35,Cancelled
ORD11478,2024-01-23,10.06,Delayed
ORD11479,2023-01-20,14.26,Shipped
ORD11480,2024-05-12,14.19,Delayed
ORD11481,2023-11-27,7.01,Cancelled
ORD11482,2025-01-14,7.77,Pending
ORD11483,2025-05-23,7.75,Delayed
ORD11484,2024-05-01,19.48,Delayed
ORD11485,2024-02-12,13.88,Pending
ORD11486,2023-05-03,19.68,Delayed
ORD11487,2024-07-14,3.65,Cancelled
ORD11488,2025-06-02,13.44,Shipped
ORD11489,2023-04-28,14.44,Delayed
ORD11490,2025-03-08,19.02,Shipped
ORD11491,2024-07-07,16.56,Delayed
ORD11492,2025-03-26,14.98,Cancelled
ORD11493,2024-09-17,17.97,Pending
ORD11494,2024-06-30,11.33,Delayed
ORD11495,2024-10-07,2.42,Cancelled
ORD11496,2023-12-02,9.13,Cancelled
ORD11497,2023-12-04,10.39,Shipped
ORD11498,2025-06-09,13.33,Shipped
ORD11499,2025-01-14,13.56,Shipped
ORD11500,2023-05-28,19.44,Pending
ORD11501,2023-05-02,10.58,Pending
ORD11502,2023-03-26,19.86,Pending
ORD11503,2024-11-18,5.92,Delayed
ORD11504,2024-10-27,14.35,Pending
ORD11505,2024-10-25,15.43,Delayed
ORD11506,2024-01-12,10.67,Cancelled
ORD11507,2024-07-23,1.98,Delayed
ORD11508,2023-03-04,15.18,Delayed
ORD11509,2024-05-18,8.16,Pending
ORD11510,2024-10-29,17.23,Pending
ORD11511,2024-03-30,5.64,Delayed
ORD11512,2024-03-09,3.63,Delayed
ORD11513,2025-05-21,9.59,Delayed
ORD11514,2024-03-05,2.47,Delayed
ORD11515,2024-02-28,14.73,Pending
ORD11516,2023-11-22,8.65,Shipped
ORD11517,2024-11-15,16.65,Pending
ORD11518,2023-06-17,16.28,Delayed
ORD11519,2024-08-20,19.91,Pending
ORD11520,2024-10-10,9.82,Cancelled
ORD11521,2024-04-05,3.09,Cancelled
ORD11522,2024-04-09,15.69,Cancelled
ORD11523,2023-07-14,12.02,Cancelled
ORD11524,2024-04-14,19.21,Delayed
ORD11525,2025-07-06,10.15,Pending
ORD11526,2024-01-15,19.1,Pending
ORD11527,2023-01-03,13.02,Shipped
ORD11528,2024-09-12,4.97,Delayed
ORD11529,2023-12-31,13.38,Delayed
ORD11530,2023-03-17,9.92,Cancelled
ORD11531,2024-03-02,15.29,Pending
ORD11532,2024-09-29,8.85,Shipped
ORD11533,2023-06-20,11.85,Pending
ORD11534,2023-07-28,18.44,Pending
ORD11535,2025-04-10,4.4,Delayed
ORD11536,2023-12-04,2.72,Pending
ORD11537,2024-04-18,18.73,Pending
ORD11538,2023-07-15,3.65,Shipped
ORD11539,2024-11-06,17.47,Cancelled
ORD11540,2024-10-16,4.52,Pending
ORD11541,2023-10-07,14.02,Delayed
ORD11542,2023-01-13,17.48,Shipped
ORD11543,2025-06-28,18.32,Delayed
ORD11544,2024-07-19,6.22,Delayed
ORD11545,2024-09-11,6.29,Pending
ORD11546,2025-05-03,7.05,Pending
ORD11547,2025-05-05,2.63,Shipped
ORD11548,2024-07-30,1.97,Pending
ORD11549,2024-08-24,7.6,Pending
ORD11550,2025-02-14,1.53,Pending
ORD11551,2023-06-27,10.6,Cancelled
ORD11552,2023-09-05,10.02,Delayed
ORD11553,2023-07-27,13.69,Shipped
ORD11554,2024-07-01,6.86,Cancelled
ORD11555,2025-03-14,12.01,Cancelled
ORD11556,2024-04-10,7.85,Shipped
ORD11557,2023-03-23,9.11,Cancelled
ORD11558,2024-06-06,13.43,Shipped
ORD11559,2024-02-21,4.7,Delayed
ORD11560,2025-02-04,2.13,Cancelled
ORD11561,2024-01-25,4.28,Cancelled
ORD11562,2024-01-29,18.24,Delayed
ORD11563,2025-06-16,8.33,Pending
ORD11564,2025-03-12,6.66,Cancelled
ORD11565,2024-11-23,1.96,Pending
ORD11566,2023-05-07,5.01,Pending
ORD11567,2024-05-09,17.17,Cancelled
ORD11568,2023-02-18,4.36,Delayed
ORD11569,2024-12-23,8.51,Pending
ORD11570,2024-04-21,8.47,Shipped
ORD11571,2024-09-11,8.54,Pending
ORD11572,2024-04-14,1.31,Delayed
ORD11573,2025-02-26,8.36,Shipped
ORD11574,2025-05-01,9.91,Cancelled
ORD11575,2023-05-04,19.38,Pending
ORD11576,2024-04-24,10.77,Shipped
ORD11577,2023-05-18,5.48,Pending
ORD11578,2024-09-13,14.32,Cancelled
ORD11579,2025-03-31,6.92,Shipped
ORD11580,2025-04-26,10.8,Delayed
ORD11581,2024-07-16,15.87,Cancelled
ORD11582,2025-05-04,6.34,Shipped
ORD11583,2024-09-01,13.0,Cancelled
ORD11584,2025-02-19,16.33,Pending
ORD11585,2023-01-23,5.83,Pending
ORD11586,2024-07-21,17.31,Shipped
ORD11587,2025-06-07,5.35,Shipped
ORD11588,2025-02-04,2.16,Shipped
ORD11589,2023-08-23,8.38,Pending
ORD11590,2023-03-04,15.6,Cancelled
ORD11591,2023-06-15,4.4,Pending
ORD11592,2025-02-12,10.96,Delayed
ORD11593,2025-04-07,16.9,Delayed
ORD11594,2023-08-07,2.38,Shipped
ORD11595,2023-07-07,11.14,Delayed
ORD11596,2024-07-26,9.62,Cancelled
ORD11597,2024-10-18,3.89,Delayed
ORD11598,2023-04-05,2.44,Shipped
ORD11599,2023-11-10,13.04,Delayed
ORD11600,2024-07-14,11.01,Shipped
ORD11601,2023-09-20,1.69,Cancelled
ORD11602,2024-06-19,15.2,Shipped
ORD11603,2024-06-19,4.47,Cancelled
ORD11604,2023-02-24,17.93,Delayed
ORD11605,2023-12-08,8.96,Shipped
ORD11606,2023-06-25,13.11,Cancelled
ORD11607,2023-03-13,5.98,Delayed
ORD11608,2024-09-17,4.79,Shipped
ORD11609,2023-10-27,18.27,Cancelled
ORD11610,2024-11-03,17.93,Pending
ORD11611,2025-02-16,18.13,Delayed
ORD11612,2025-04-17,2.38,Shipped
ORD11613,2023-08-21,8.91,Cancelled
ORD11614,2025-04-19,11.37,Delayed
ORD11615,2023-03-09,7.07,Cancelled
ORD11616,2024-05-21,17.6,Pending
ORD11617,2023-02-03,17.12,Pending
ORD11618,2024-09-20,18.27,Cancelled
ORD11619,2023-02-26,7.63,Pending
ORD11620,2024-11-24,18.31,Delayed
ORD11621,2023-09-18,3.9,Pending
ORD11622,2024-08-15,15.71,Pending
ORD11623,2025-03-01,7.58,Delayed
ORD11624,2024-09-16,17.1,Shipped
ORD11625,2024-08-11,9.76,Shipped
ORD11626,2024-11-17,13.2,Shipped
ORD11627,2023-07-04,14.05,Pending
ORD11628,2023-01-27,12.71,Delayed
ORD11629,2025-02-25,1.46,Pending
ORD11630,2023-05-09,13.56,Shipped
ORD11631,2023-10-24,19.82,Shipped
ORD11632,2025-04-15,16.97,Cancelled
ORD11633,2024-05-21,9.45,Delayed
ORD11634,2023-07-05,11.28,Pending
ORD11635,2024-04-29,18.67,Pending
ORD11636,2024-07-27,15.75,Cancelled
ORD11637,2024-05-09,15.52,Delayed
ORD11638,2024-05-28,9.65,Delayed
ORD11639,2024-10-09,7.78,Shipped
ORD11640,2023-03-10,4.24,Pending
ORD11641,2025-03-19,6.56,Pending
ORD11642,2024-04-13,3.98,Pending
ORD11643,2023-10-16,10.65,Shipped
ORD11644,2024-08-26,7.77,Pending
ORD11645,2024-02-22,1.9,Delayed
ORD11646,2023-04-12,3.64,Cancelled
ORD11647,2023-07-12,17.59,Shipped
ORD11648,2025-06-13,3.28,Pending
ORD11649,2025-05-07,8.92,Cancelled
ORD11650,2024-01-23,4.16,Shipped
ORD11651,2023-09-01,17.17,Shipped
ORD11652,2025-02-21,10.07,Pending
ORD11653,2025-01-01,19.75,Pending
ORD11654,2024-02-22,6.29,Shipped
ORD11655,2023-07-01,5.4,Delayed
ORD11656,2024-01-23,5.53,Pending
ORD11657,2024-04-21,16.55,Pending
ORD11658,2025-05-06,7.94,Pending
ORD11659,2023-08-22,10.24,Cancelled
ORD11660,2024-10-30,16.47,Pending
ORD11661,2024-03-28,11.66,Delayed
ORD11662,2023-10-09,6.62,Pending
ORD11663,2023-08-17,10.15,Cancelled
ORD11664,2023-06-22,7.74,Pending
ORD11665,2025-01-07,12.33,Delayed
ORD11666,2023-08-05,3.93,Delayed
ORD11667,2023-10-15,15.01,Shipped
ORD11668,2023-02-10,4.63,Shipped
ORD11669,2023-05-05,10.93,Delayed
ORD11670,2023-08-19,16.6,Delayed
ORD11671,2023-10-22,11.58,Pending
ORD11672,2024-08-22,16.76,Shipped
ORD11673,2023-09-24,10.79,Shipped
ORD11674,2024-06-29,7.32,Shipped
ORD11675,2025-01-30,15.33,Delayed
ORD11676,2025-04-09,18.81,Cancelled
ORD11677,2024-03-26,13.56,Delayed
ORD11678,2024-03-27,12.11,Delayed
ORD11679,2025-01-30,3.24,Pending
ORD11680,2023-03-06,18.31,Cancelled
ORD11681,2024-05-16,10.28,Shipped
ORD11682,2023-05-27,2.13,Shipped
ORD11683,2024-11-17,10.18,Delayed
ORD11684,2025-03-01,5.89,Pending
ORD11685,2023-12-06,11.79,Shipped
ORD11686,2025-06-01,9.96,Cancelled
ORD11687,2025-06-15,18.85,Shipped
ORD11688,2023-05-23,1.56,Delayed
ORD11689,2023-02-18,7.77,Delayed
ORD11690,2023-05-25,18.39,Cancelled
ORD11691,2025-05-14,7.26,Cancelled
ORD11692,2023-11-30,15.33,Cancelled
ORD11693,2024-05-13,6.58,Delayed
ORD11694,2024-02-02,12.38,Cancelled
ORD11695,2023-02-25,8.16,Shipped
ORD11696,2023-11-09,9.41,Pending
ORD11697,2025-05-24,8.48,Shipped
ORD11698,2024-02-27,15.58,Cancelled
ORD11699,2024-02-25,6.0,Pending
ORD11700,2024-11-04,1.13,Shipped
ORD11701,2025-03-08,11.32,Pending
ORD11702,2023-11-21,9.29,Pending
ORD11703,2024-12-13,10.52,Pending
ORD11704,2024-11-07,7.76,Pending
ORD11705,2023-03-25,16.02,Delayed
ORD11706,2023-01-31,1.09,Pending
ORD11707,2023-04-28,12.04,Delayed
ORD11708,2024-07-16,3.22,Shipped
ORD11709,2025-05-19,3.6,Delayed
ORD11710,2024-12-20,10.18,Cancelled
ORD11711,2024-07-19,8.1,Cancelled
ORD11712,2024-10-14,8.96,Delayed
ORD11713,2024-04-19,19.0,Shipped
ORD11714,2023-03-19,5.12,Shipped
ORD11715,2024-07-06,9.12,Cancelled
ORD11716,2024-04-26,9.93,Shipped
ORD11717,2024-08-13,9.74,Pending
ORD11718,2024-01-23,5.97,Shipped
ORD11719,2024-12-04,5.72,Pending
ORD11720,2025-06-05,10.26,Delayed
ORD11721,2024-07-19,3.98,Pending
ORD11722,2024-03-11,15.36,Pending
ORD11723,2024-02-20,1.22,Delayed
ORD11724,2024-04-11,5.57,Delayed
ORD11725,2024-08-22,3.58,Cancelled
ORD11726,2024-09-13,1.79,Delayed
ORD11727,2025-07-01,4.58,Cancelled
ORD11728,2025-01-08,17.71,Delayed
ORD11729,2023-09-05,14.39,Shipped
ORD11730,2024-08-07,2.77,Delayed
ORD11731,2023-05-06,12.77,Cancelled
ORD11732,2023-03-10,16.88,Delayed
ORD11733,2024-07-29,9.65,Delayed
ORD11734,2023-11-28,6.17,Cancelled
ORD11735,2024-12-04,4.83,Cancelled
ORD11736,2024-04-17,17.27,Shipped
ORD11737,2024-05-09,6.23,Shipped
ORD11738,2024-12-05,11.94,Cancelled
ORD11739,2024-10-30,9.72,Shipped
ORD11740,2023-10-18,12.46,Delayed
ORD11741,2024-08-31,16.63,Cancelled
ORD11742,2023-11-13,19.56,Delayed
ORD11743,2023-11-09,11.92,Cancelled
ORD11744,2025-02-19,5.43,Cancelled
ORD11745,2023-04-09,2.79,Shipped
ORD11746,2023-04-24,13.6,Delayed
ORD11747,2024-10-01,1.4,Cancelled
ORD11748,2024-04-01,4.91,Cancelled
ORD11749,2024-04-08,11.29,Shipped
ORD11750,2023-05-17,18.53,Shipped
ORD11751,2023-05-03,6.57,Shipped
ORD11752,2023-07-20,14.41,Cancelled
ORD11753,2025-03-21,19.36,Delayed
ORD11754,2024-04-26,9.16,Delayed
ORD11755,2024-10-01,17.92,Shipped
ORD11756,2025-03-08,10.0,Pending
ORD11757,2025-06-20,16.3,Cancelled
ORD11758,2025-02-14,13.57,Shipped
ORD11759,2023-02-12,13.87,Cancelled
ORD11760,2024-07-23,19.1,Shipped
ORD11761,2024-05-27,8.36,Cancelled
ORD11762,2024-04-19,4.44,Cancelled
ORD11763,2023-06-13,5.7,Shipped
ORD11764,2023-10-16,3.26,Delayed
ORD11765,2023-07-24,11.22,Delayed
ORD11766,2025-03-02,9.35,Cancelled
ORD11767,2024-06-17,9.54,Shipped
ORD11768,2024-11-20,18.88,Cancelled
ORD11769,2024-05-23,7.23,Cancelled
ORD11770,2023-09-08,14.19,Shipped
ORD11771,2024-01-21,11.51,Pending
ORD11772,2023-08-11,16.98,Shipped
ORD11773,2023-04-02,4.16,Cancelled
ORD11774,2023-03-23,15.4,Delayed
ORD11775,2023-03-04,18.32,Pending
ORD11776,2025-03-09,5.91,Shipped
ORD11777,2024-05-16,12.87,Cancelled
ORD11778,2023-02-15,1.49,Delayed
ORD11779,2023-01-12,2.9,Delayed
ORD11780,2025-04-12,13.87,Delayed
ORD11781,2025-01-20,17.64,Pending
ORD11782,2025-04-21,9.84,Pending
ORD11783,2024-10-10,2.17,Delayed
ORD11784,2023-04-28,5.08,Cancelled
ORD11785,2023-08-12,4.86,Delayed
ORD11786,2024-10-16,8.0,Cancelled
ORD11787,2023-04-21,19.45,Shipped
ORD11788,2024-11-24,10.37,Shipped
ORD11789,2024-06-12,9.27,Delayed
ORD11790,2024-04-17,5.85,Shipped
ORD11791,2025-01-25,6.15,Delayed
ORD11792,2025-04-28,1.04,Shipped
ORD11793,2025-06-14,15.18,Delayed
ORD11794,2024-01-24,1.69,Cancelled
ORD11795,2023-08-17,8.02,Shipped
ORD11796,2024-04-25,3.83,Shipped
ORD11797,2025-01-26,1.97,Cancelled
ORD11798,2024-02-17,6.93,Shipped
ORD11799,2024-04-05,9.45,Cancelled
ORD11800,2024-10-20,4.02,Cancelled
ORD11801,2025-06-17,10.96,Pending
ORD11802,2024-12-12,4.35,Delayed
ORD11803,2024-09-16,15.23,Delayed
ORD11804,2024-10-01,3.92,Pending
ORD11805,2023-01-25,15.11,Delayed
ORD11806,2024-10-25,19.9,Cancelled
ORD11807,2024-08-26,11.94,Pending
ORD11808,2025-03-29,18.03,Delayed
ORD11809,2023-07-23,3.18,Cancelled
ORD11810,2024-02-25,14.1,Cancelled
ORD11811,2024-02-23,8.75,Delayed
ORD11812,2024-03-29,19.84,Cancelled
ORD11813,2024-05-28,14.92,Delayed
ORD11814,2023-03-26,10.67,Cancelled
ORD11815,2023-06-20,16.89,Pending
ORD11816,2024-01-22,19.14,Cancelled
ORD11817,2024-04-15,18.29,Shipped
ORD11818,2023-03-14,16.95,Delayed
ORD11819,2025-03-21,4.56,Pending
ORD11820,2024-06-05,7.74,Shipped
ORD11821,2025-03-08,16.13,Cancelled
ORD11822,2024-04-19,9.73,Delayed
ORD11823,2023-09-21,4.71,Cancelled
ORD11824,2023-10-08,1.04,Shipped
ORD11825,2025-01-19,10.03,Pending
ORD11826,2023-01-26,14.31,Delayed
ORD11827,2024-05-05,2.16,Pending
ORD11828,2025-01-19,7.65,Shipped
ORD11829,2024-05-07,1.89,Shipped
ORD11830,2025-01-02,4.82,Shipped
ORD11831,2023-11-27,8.77,Cancelled
ORD11832,2024-06-14,17.09,Cancelled
ORD11833,2025-06-13,7.69,Cancelled
ORD11834,2023-04-01,15.75,Shipped
ORD11835,2024-05-04,9.32,Pending
ORD11836,2024-12-11,17.75,Cancelled
ORD11837,2023-12-22,2.95,Cancelled
ORD11838,2023-03-31,5.05,Delayed
ORD11839,2024-01-24,1.18,Delayed
ORD11840,2023-03-28,4.39,Cancelled
ORD11841,2023-11-09,3.99,Shipped
ORD11842,2025-05-05,14.06,Pending
ORD11843,2023-06-06,10.72,Shipped
ORD11844,2024-03-20,10.25,Cancelled
ORD11845,2025-01-15,9.78,Pending
ORD11846,2023-09-21,18.73,Pending
ORD11847,2025-01-08,17.12,Cancelled
ORD11848,2024-02-29,1.66,Delayed
ORD11849,2024-05-10,6.93,Shipped
ORD11850,2024-09-24,8.53,Pending
ORD11851,2024-02-19,11.92,Delayed
ORD11852,2023-06-23,10.7,Cancelled
ORD11853,2023-01-05,6.18,Cancelled
ORD11854,2025-05-03,3.4,Cancelled
ORD11855,2024-10-03,2.03,Delayed
ORD11856,2024-04-17,8.3,Cancelled
ORD11857,2023-04-21,19.79,Pending
ORD11858,2025-05-20,19.64,Shipped
ORD11859,2023-02-09,13.96,Cancelled
ORD11860,2024-08-07,12.79,Cancelled
ORD11861,2025-03-14,14.18,Shipped
ORD11862,2023-01-31,7.09,Delayed
ORD11863,2024-01-18,1.62,Pending
ORD11864,2023-09-27,8.46,Shipped
ORD11865,2023-01-11,5.51,Shipped
ORD11866,2023-12-11,14.33,Cancelled
ORD11867,2025-04-23,5.3,Pending
ORD11868,2024-06-27,3.94,Shipped
ORD11869,2024-07-25,16.5,Cancelled
ORD11870,2023-06-21,8.29,Cancelled
ORD11871,2024-12-05,8.71,Delayed
ORD11872,2023-12-08,6.44,Shipped
ORD11873,2024-04-28,7.16,Pending
ORD11874,2023-01-25,6.28,Shipped
ORD11875,2024-09-20,14.14,Cancelled
ORD11876,2023-07-04,19.58,Delayed
ORD11877,2025-02-26,5.2,Pending
ORD11878,2024-07-02,14.32,Cancelled
ORD11879,2023-01-10,18.36,Cancelled
ORD11880,2024-08-14,11.45,Shipped
ORD11881,2023-07-13,7.95,Shipped
ORD11882,2023-11-17,5.56,Shipped
ORD11883,2024-12-02,19.12,Cancelled
ORD11884,2024-08-04,5.26,Shipped
ORD11885,2024-04-20,5.25,Cancelled
ORD11886,2025-05-14,17.29,Cancelled
ORD11887,2024-10-04,6.64,Delayed
ORD11888,2024-03-02,16.81,Pending
ORD11889,2025-04-27,8.77,Delayed
ORD11890,2023-03-01,3.26,Cancelled
ORD11891,2024-03-14,1.21,Delayed
ORD11892,2023-04-07,13.65,Cancelled
ORD11893,2024-05-10,1.16,Pending
ORD11894,2025-02-27,12.83,Delayed
ORD11895,2024-10-25,1.69,Cancelled
ORD11896,2023-10-10,11.1,Delayed
ORD11897,2023-09-23,6.5,Pending
ORD11898,2023-01-11,15.68,Delayed
ORD11899,2024-04-02,18.64,Cancelled
ORD11900,2025-03-11,13.46,Delayed
ORD11901,2023-10-01,11.67,Pending
