order_id,shipping_id,shipping_method,shipping_status,shipping_date
ORD10996,SHP9996,Same Day,Delivered,2023-11-23
ORD10997,SHP9997,Standard,Delivered,2024-01-24
ORD10998,SHP9998,Same Day,In Transit,2024-07-30
ORD10999,SHP9999,Same Day,Delivered,2025-01-11
ORD11000,SHP10000,Express,Delivered,2025-01-09
ORD11001,SHP10001,Same Day,Delivered,2025-06-01
ORD11002,SHP10002,Standard,Delivered,2023-12-18
ORD11003,SHP10003,Same Day,Delivered,2025-05-03
ORD11004,SHP10004,Express,Delivered,2023-04-18
ORD11005,SHP10005,Same Day,Delivered,2023-08-04
ORD11006,SHP10006,Standard,Delivered,2023-07-15
ORD11007,SHP10007,Express,Failed,2024-11-03
ORD11008,SHP10008,Same Day,Cancelled,2025-06-04
ORD11009,SHP10009,Standard,Delivered,2024-12-20
ORD11010,SHP10010,Standard,Delivered,2025-02-25
ORD11011,SHP10011,Same Day,Delivered,2023-07-16
ORD11012,SHP10012,Same Day,In Transit,2024-01-21
ORD11013,SHP10013,Express,Delivered,2024-02-08
ORD11014,SHP10014,Same Day,Delivered,2024-10-29
ORD11015,SHP10015,Express,Delivered,2025-01-24
ORD11016,SHP10016,Same Day,Delivered,2024-08-28
ORD11017,SHP10017,Standard,Delivered,2023-01-17
ORD11018,SHP10018,Standard,Delivered,2023-07-10
ORD11019,SHP10019,Standard,Delivered,2025-01-01
ORD11020,SHP10020,Standard,Delivered,2023-01-17
ORD11021,SHP10021,Express,Failed,2025-02-21
ORD11022,SHP10022,Standard,Delivered,2023-10-28
ORD11023,SHP10023,Express,Delivered,2024-02-17
ORD11024,SHP10024,Express,Failed,2024-08-11
ORD11025,SHP10025,Express,Delivered,2023-02-25
ORD11026,SHP10026,Same Day,Delivered,2024-10-06
ORD11027,SHP10027,Express,In Transit,2023-01-31
ORD11028,SHP10028,Same Day,Delivered,2024-08-01
ORD11029,SHP10029,Express,Delivered,2023-01-21
ORD11030,SHP10030,Same Day,Delivered,2023-12-21
ORD11031,SHP10031,Same Day,Delivered,2024-03-04
ORD11032,SHP10032,Standard,Delivered,2024-10-17
ORD11033,SHP10033,Express,Delivered,2025-04-13
ORD11034,SHP10034,Same Day,Delivered,2023-08-22
ORD11035,SHP10035,Standard,Cancelled,2025-02-06
ORD11036,SHP10036,Express,Cancelled,2023-08-02
ORD11037,SHP10037,Standard,Delivered,2024-03-12
ORD11038,SHP10038,Same Day,Delivered,2023-10-23
ORD11039,SHP10039,Standard,Delivered,2025-01-17
ORD11040,SHP10040,Standard,Delivered,2025-01-25
ORD11041,SHP10041,Express,Delivered,2024-08-05
ORD11042,SHP10042,Same Day,Delivered,2023-04-17
ORD11043,SHP10043,Express,Delivered,2023-07-24
ORD11044,SHP10044,Express,Delivered,2023-02-24
ORD11045,SHP10045,Standard,In Transit,2024-01-13
ORD11046,SHP10046,Same Day,Delivered,2025-04-24
ORD11047,SHP10047,Express,Delivered,2023-02-26
ORD11048,SHP10048,Same Day,Delivered,2023-10-08
ORD11049,SHP10049,Express,Delivered,2023-12-03
ORD11050,SHP10050,Standard,Failed,2023-02-01
ORD11051,SHP10051,Express,Delivered,2023-05-18
ORD11052,SHP10052,Express,Delivered,2023-03-01
ORD11053,SHP10053,Express,Cancelled,2023-04-21
ORD11054,SHP10054,Same Day,Delivered,2023-09-28
ORD11055,SHP10055,Standard,Delivered,2024-06-10
ORD11056,SHP10056,Same Day,Delivered,2024-05-16
ORD11057,SHP10057,Express,Delivered,2023-09-12
ORD11058,SHP10058,Standard,Delivered,2023-10-23
ORD11059,SHP10059,Same Day,Delivered,2024-10-31
ORD11060,SHP10060,Express,Delivered,2023-06-09
ORD11061,SHP10061,Standard,Delivered,2024-07-06
ORD11062,SHP10062,Standard,Delivered,2024-09-27
ORD11063,SHP10063,Express,Cancelled,2023-03-09
ORD11064,SHP10064,Standard,Delivered,2025-01-27
ORD11065,SHP10065,Standard,Delivered,2023-11-01
ORD11066,SHP10066,Same Day,Delivered,2024-04-09
ORD11067,SHP10067,Standard,Delivered,2024-12-31
ORD11068,SHP10068,Same Day,Cancelled,2025-04-04
ORD11069,SHP10069,Same Day,Delivered,2023-04-15
ORD11070,SHP10070,Same Day,Delivered,2023-03-01
ORD11071,SHP10071,Same Day,Delivered,2023-11-29
ORD11072,SHP10072,Standard,Delivered,2025-04-17
ORD11073,SHP10073,Standard,Delivered,2025-01-21
ORD11074,SHP10074,Same Day,Delivered,2024-02-01
ORD11075,SHP10075,Standard,In Transit,2025-01-16
ORD11076,SHP10076,Same Day,Delivered,2025-05-24
ORD11077,SHP10077,Same Day,Delivered,2024-01-20
ORD11078,SHP10078,Same Day,Delivered,2023-04-05
ORD11079,SHP10079,Express,Delivered,2025-03-06
ORD11080,SHP10080,Standard,Delivered,2024-03-24
ORD11081,SHP10081,Standard,Delivered,2023-04-24
ORD11082,SHP10082,Same Day,Delivered,2023-11-15
ORD11083,SHP10083,Standard,Delivered,2023-06-21
ORD11084,SHP10084,Same Day,Delivered,2025-03-23
ORD11085,SHP10085,Standard,Delivered,2024-03-11
ORD11086,SHP10086,Same Day,Delivered,2024-03-21
ORD11087,SHP10087,Same Day,Delivered,2023-08-08
ORD11088,SHP10088,Express,Delivered,2023-08-14
ORD11089,SHP10089,Same Day,Delivered,2024-11-05
ORD11090,SHP10090,Express,Delivered,2024-06-15
ORD11091,SHP10091,Standard,Delivered,2023-10-09
ORD11092,SHP10092,Standard,Delivered,2024-07-26
ORD11093,SHP10093,Express,Delivered,2024-07-28
ORD11094,SHP10094,Standard,Delivered,2025-05-26
ORD11095,SHP10095,Express,Delivered,2024-04-16
ORD11096,SHP10096,Standard,Delivered,2025-04-22
ORD11097,SHP10097,Express,Delivered,2025-01-28
ORD11098,SHP10098,Express,Delivered,2024-08-29
ORD11099,SHP10099,Same Day,Delivered,2024-08-07
ORD11100,SHP10100,Standard,Delivered,2025-04-20
ORD11101,SHP10101,Same Day,Cancelled,2023-02-05
ORD11102,SHP10102,Express,Delivered,2023-12-26
ORD11103,SHP10103,Same Day,Delivered,2023-10-18
ORD11104,SHP10104,Express,Delivered,2023-03-28
ORD11105,SHP10105,Standard,Delivered,2023-08-27
ORD11106,SHP10106,Standard,Delivered,2025-01-20
ORD11107,SHP10107,Standard,In Transit,2023-11-11
ORD11108,SHP10108,Express,Delivered,2024-01-04
ORD11109,SHP10109,Same Day,Cancelled,2025-02-20
ORD11110,SHP10110,Standard,Delivered,2025-03-11
ORD11111,SHP10111,Express,Delivered,2025-04-21
ORD11112,SHP10112,Same Day,Delivered,2025-06-26
ORD11113,SHP10113,Express,Failed,2023-10-01
ORD11114,SHP10114,Express,In Transit,2024-11-30
ORD11115,SHP10115,Standard,Delivered,2023-05-15
ORD11116,SHP10116,Express,Delivered,2025-03-18
ORD11117,SHP10117,Express,Delivered,2025-03-02
ORD11118,SHP10118,Same Day,Delivered,2025-04-16
ORD11119,SHP10119,Standard,Delivered,2023-12-21
ORD11120,SHP10120,Express,Cancelled,2023-06-30
ORD11121,SHP10121,Express,Delivered,2025-03-18
ORD11122,SHP10122,Same Day,In Transit,2024-04-30
ORD11123,SHP10123,Express,Delivered,2025-06-13
ORD11124,SHP10124,Express,Delivered,2023-06-13
ORD11125,SHP10125,Express,In Transit,2025-02-25
ORD11126,SHP10126,Express,Delivered,2025-06-08
ORD11127,SHP10127,Express,Delivered,2023-04-11
ORD11128,SHP10128,Same Day,Delivered,2025-02-16
ORD11129,SHP10129,Express,Delivered,2024-05-25
ORD11130,SHP10130,Express,Cancelled,2024-01-03
ORD11131,SHP10131,Express,Delivered,2023-12-25
ORD11132,SHP10132,Express,Delivered,2025-03-16
ORD11133,SHP10133,Standard,Delivered,2024-03-15
ORD11134,SHP10134,Standard,Delivered,2023-03-30
ORD11135,SHP10135,Standard,Delivered,2023-08-19
ORD11136,SHP10136,Standard,Delivered,2024-02-20
ORD11137,SHP10137,Same Day,Failed,2025-01-08
ORD11138,SHP10138,Standard,In Transit,2023-04-29
ORD11139,SHP10139,Same Day,Delivered,2024-04-27
ORD11140,SHP10140,Standard,Delivered,2023-07-17
ORD11141,SHP10141,Same Day,Delivered,2024-08-17
ORD11142,SHP10142,Standard,Delivered,2024-08-16
ORD11143,SHP10143,Express,Delivered,2024-10-26
ORD11144,SHP10144,Standard,Delivered,2023-04-19
ORD11145,SHP10145,Standard,Delivered,2024-01-20
ORD11146,SHP10146,Standard,Delivered,2025-02-26
ORD11147,SHP10147,Express,Delivered,2024-01-30
ORD11148,SHP10148,Same Day,Delivered,2023-09-07
ORD11149,SHP10149,Same Day,Cancelled,2024-08-12
ORD11150,SHP10150,Express,Delivered,2025-05-19
ORD11151,SHP10151,Standard,Delivered,2024-04-13
ORD11152,SHP10152,Standard,Delivered,2025-05-17
ORD11153,SHP10153,Standard,Delivered,2024-06-27
ORD11154,SHP10154,Same Day,Delivered,2023-07-30
ORD11155,SHP10155,Same Day,Delivered,2024-09-01
ORD11156,SHP10156,Express,In Transit,2024-10-04
ORD11157,SHP10157,Express,Delivered,2023-03-18
ORD11158,SHP10158,Same Day,Delivered,2024-09-29
ORD11159,SHP10159,Standard,Delivered,2023-11-08
ORD11160,SHP10160,Standard,Delivered,2024-12-02
ORD11161,SHP10161,Standard,Delivered,2024-12-02
ORD11162,SHP10162,Standard,Delivered,2024-12-13
ORD11163,SHP10163,Express,Delivered,2024-08-17
ORD11164,SHP10164,Express,Failed,2025-05-14
ORD11165,SHP10165,Same Day,Delivered,2023-07-09
ORD11166,SHP10166,Express,Delivered,2025-05-07
ORD11167,SHP10167,Standard,Delivered,2023-09-11
ORD11168,SHP10168,Same Day,Delivered,2023-01-14
ORD11169,SHP10169,Express,Delivered,2023-10-31
ORD11170,SHP10170,Express,In Transit,2023-03-23
ORD11171,SHP10171,Express,Delivered,2023-02-23
ORD11172,SHP10172,Express,Delivered,2025-03-01
ORD11173,SHP10173,Express,Delivered,2023-05-31
ORD11174,SHP10174,Standard,Delivered,2025-01-05
ORD11175,SHP10175,Standard,Delivered,2023-05-08
ORD11176,SHP10176,Standard,In Transit,2023-08-03
ORD11177,SHP10177,Express,Delivered,2023-10-13
ORD11178,SHP10178,Same Day,Delivered,2024-06-25
ORD11179,SHP10179,Standard,Delivered,2024-11-20
ORD11180,SHP10180,Standard,Delivered,2023-06-09
ORD11181,SHP10181,Express,Delivered,2023-08-29
ORD11182,SHP10182,Same Day,Delivered,2024-01-15
ORD11183,SHP10183,Standard,Delivered,2023-03-25
ORD11184,SHP10184,Standard,Delivered,2024-05-10
ORD11185,SHP10185,Same Day,Delivered,2023-12-23
ORD11186,SHP10186,Express,Delivered,2023-10-04
ORD11187,SHP10187,Same Day,Delivered,2024-08-08
ORD11188,SHP10188,Express,Delivered,2023-02-18
ORD11189,SHP10189,Standard,Delivered,2024-07-27
ORD11190,SHP10190,Same Day,Delivered,2023-05-08
ORD11191,SHP10191,Same Day,Delivered,2023-12-21
ORD11192,SHP10192,Standard,Delivered,2024-12-10
ORD11193,SHP10193,Standard,Delivered,2023-11-29
ORD11194,SHP10194,Express,Delivered,2024-02-15
ORD11195,SHP10195,Standard,In Transit,2023-11-20
ORD11196,SHP10196,Standard,Delivered,2023-04-27
ORD11197,SHP10197,Same Day,Delivered,2025-02-14
ORD11198,SHP10198,Express,Delivered,2023-04-02
ORD11199,SHP10199,Standard,Delivered,2024-03-12
ORD11200,SHP10200,Same Day,Delivered,2024-12-11
ORD11201,SHP10201,Standard,Delivered,2025-03-07
ORD11202,SHP10202,Standard,Delivered,2024-12-17
ORD11203,SHP10203,Standard,Delivered,2023-04-12
ORD11204,SHP10204,Standard,Cancelled,2024-06-27
ORD11205,SHP10205,Express,Delivered,2024-08-28
ORD11206,SHP10206,Same Day,Cancelled,2023-06-01
ORD11207,SHP10207,Same Day,Delivered,2024-11-27
ORD11208,SHP10208,Standard,Delivered,2023-09-20
ORD11209,SHP10209,Same Day,Delivered,2023-07-14
ORD11210,SHP10210,Standard,Delivered,2023-08-30
ORD11211,SHP10211,Same Day,In Transit,2025-05-22
ORD11212,SHP10212,Express,Delivered,2025-06-23
ORD11213,SHP10213,Express,Failed,2024-05-23
ORD11214,SHP10214,Same Day,Delivered,2024-12-13
ORD11215,SHP10215,Standard,Delivered,2025-03-25
ORD11216,SHP10216,Standard,Delivered,2024-11-08
ORD11217,SHP10217,Standard,Delivered,2025-04-01
ORD11218,SHP10218,Standard,Delivered,2023-09-29
ORD11219,SHP10219,Express,Delivered,2024-06-05
ORD11220,SHP10220,Standard,Delivered,2024-07-04
ORD11221,SHP10221,Standard,Delivered,2023-04-28
ORD11222,SHP10222,Standard,Delivered,2023-12-09
ORD11223,SHP10223,Standard,Delivered,2024-07-23
ORD11224,SHP10224,Express,Delivered,2023-12-26
ORD11225,SHP10225,Same Day,Delivered,2024-10-14
ORD11226,SHP10226,Same Day,Failed,2024-09-07
ORD11227,SHP10227,Standard,Delivered,2023-12-04
ORD11228,SHP10228,Standard,Delivered,2024-11-21
ORD11229,SHP10229,Same Day,Delivered,2023-06-19
ORD11230,SHP10230,Express,Delivered,2023-12-06
ORD11231,SHP10231,Express,Delivered,2025-03-09
ORD11232,SHP10232,Express,Failed,2023-09-23
ORD11233,SHP10233,Express,Delivered,2025-06-06
ORD11234,SHP10234,Express,Delivered,2025-01-10
ORD11235,SHP10235,Express,Delivered,2023-07-22
ORD11236,SHP10236,Express,Delivered,2023-08-03
ORD11237,SHP10237,Express,Delivered,2023-10-19
ORD11238,SHP10238,Express,Delivered,2024-11-26
ORD11239,SHP10239,Standard,Delivered,2025-02-04
ORD11240,SHP10240,Express,Delivered,2025-01-14
ORD11241,SHP10241,Standard,Delivered,2024-04-17
ORD11242,SHP10242,Same Day,Delivered,2024-05-02
ORD11243,SHP10243,Standard,Delivered,2023-01-29
ORD11244,SHP10244,Same Day,Delivered,2024-07-15
ORD11245,SHP10245,Standard,Failed,2023-04-25
ORD11246,SHP10246,Same Day,Delivered,2023-10-25
ORD11247,SHP10247,Standard,Delivered,2023-01-12
ORD11248,SHP10248,Standard,Delivered,2024-07-07
ORD11249,SHP10249,Same Day,Delivered,2024-11-14
ORD11250,SHP10250,Express,Delivered,2025-05-18
ORD11251,SHP10251,Express,Delivered,2025-03-08
ORD11252,SHP10252,Express,Delivered,2023-07-26
ORD11253,SHP10253,Express,Delivered,2023-11-26
ORD11254,SHP10254,Express,Delivered,2025-04-06
ORD11255,SHP10255,Standard,Delivered,2025-03-01
ORD11256,SHP10256,Express,Delivered,2023-09-07
ORD11257,SHP10257,Standard,Delivered,2023-11-27
ORD11258,SHP10258,Same Day,Delivered,2023-02-22
ORD11259,SHP10259,Express,Delivered,2025-02-03
ORD11260,SHP10260,Express,Failed,2024-08-16
ORD11261,SHP10261,Express,Delivered,2024-09-18
ORD11262,SHP10262,Express,Delivered,2023-01-15
ORD11263,SHP10263,Standard,Delivered,2025-07-01
ORD11264,SHP10264,Standard,Delivered,2024-01-20
ORD11265,SHP10265,Standard,Delivered,2024-01-05
ORD11266,SHP10266,Same Day,Delivered,2024-08-29
ORD11267,SHP10267,Standard,Delivered,2023-12-09
ORD11268,SHP10268,Express,Delivered,2025-05-14
ORD11269,SHP10269,Same Day,Delivered,2025-03-06
ORD11270,SHP10270,Same Day,Delivered,2023-08-10
ORD11271,SHP10271,Express,Delivered,2023-03-15
ORD11272,SHP10272,Express,Delivered,2025-01-20
ORD11273,SHP10273,Express,In Transit,2025-02-16
ORD11274,SHP10274,Express,Delivered,2024-09-22
ORD11275,SHP10275,Standard,Delivered,2023-02-21
ORD11276,SHP10276,Same Day,Delivered,2024-05-24
ORD11277,SHP10277,Express,Delivered,2023-10-05
ORD11278,SHP10278,Standard,Delivered,2024-07-14
ORD11279,SHP10279,Express,In Transit,2023-07-29
ORD11280,SHP10280,Standard,Delivered,2025-05-15
ORD11281,SHP10281,Express,Delivered,2024-09-07
ORD11282,SHP10282,Express,In Transit,2023-05-06
ORD11283,SHP10283,Express,Delivered,2023-01-16
ORD11284,SHP10284,Standard,Delivered,2023-11-27
ORD11285,SHP10285,Express,Delivered,2023-07-07
ORD11286,SHP10286,Standard,Delivered,2024-07-02
ORD11287,SHP10287,Standard,Delivered,2024-10-31
ORD11288,SHP10288,Same Day,Delivered,2023-03-05
ORD11289,SHP10289,Standard,Delivered,2025-02-03
ORD11290,SHP10290,Standard,Delivered,2025-06-22
ORD11291,SHP10291,Standard,Delivered,2025-06-09
ORD11292,SHP10292,Standard,In Transit,2025-02-22
ORD11293,SHP10293,Standard,Delivered,2024-03-18
ORD11294,SHP10294,Same Day,Failed,2023-08-09
ORD11295,SHP10295,Express,Failed,2025-07-02
ORD11296,SHP10296,Same Day,Delivered,2023-01-07
ORD11297,SHP10297,Same Day,Delivered,2024-06-23
ORD11298,SHP10298,Express,Delivered,2024-12-24
ORD11299,SHP10299,Standard,Delivered,2025-04-13
ORD11300,SHP10300,Express,Delivered,2024-12-15
ORD11301,SHP10301,Standard,Delivered,2023-12-26
ORD11302,SHP10302,Express,Delivered,2024-09-19
ORD11303,SHP10303,Same Day,Delivered,2025-03-07
ORD11304,SHP10304,Standard,Delivered,2024-11-02
ORD11305,SHP10305,Same Day,Delivered,2023-06-17
ORD11306,SHP10306,Standard,Delivered,2025-01-06
ORD11307,SHP10307,Express,Delivered,2023-04-06
ORD11308,SHP10308,Express,In Transit,2023-06-21
ORD11309,SHP10309,Express,Delivered,2023-07-31
ORD11310,SHP10310,Express,Delivered,2023-10-14
ORD11311,SHP10311,Express,Delivered,2023-03-10
ORD11312,SHP10312,Same Day,Delivered,2025-06-09
ORD11313,SHP10313,Same Day,Failed,2024-06-01
ORD11314,SHP10314,Standard,Delivered,2023-06-07
ORD11315,SHP10315,Same Day,Failed,2025-02-01
ORD11316,SHP10316,Standard,Delivered,2025-02-13
ORD11317,SHP10317,Standard,Delivered,2025-01-17
ORD11318,SHP10318,Same Day,In Transit,2023-11-06
ORD11319,SHP10319,Same Day,Delivered,2025-06-02
ORD11320,SHP10320,Standard,Delivered,2024-02-02
ORD11321,SHP10321,Same Day,Delivered,2023-03-16
ORD11322,SHP10322,Same Day,Delivered,2023-07-11
ORD11323,SHP10323,Same Day,Delivered,2024-08-02
ORD11324,SHP10324,Express,Delivered,2023-12-07
ORD11325,SHP10325,Express,Cancelled,2024-11-07
ORD11326,SHP10326,Standard,Delivered,2024-07-26
ORD11327,SHP10327,Same Day,Failed,2024-09-20
ORD11328,SHP10328,Standard,Delivered,2025-01-03
ORD11329,SHP10329,Same Day,Delivered,2023-09-03
ORD11330,SHP10330,Express,In Transit,2024-06-17
ORD11331,SHP10331,Same Day,Delivered,2023-05-26
ORD11332,SHP10332,Same Day,Cancelled,2023-09-25
ORD11333,SHP10333,Same Day,Delivered,2023-05-23
ORD11334,SHP10334,Express,Delivered,2024-04-04
ORD11335,SHP10335,Express,Failed,2023-03-16
ORD11336,SHP10336,Express,Cancelled,2024-01-23
ORD11337,SHP10337,Standard,Delivered,2024-09-27
ORD11338,SHP10338,Same Day,Delivered,2023-07-22
ORD11339,SHP10339,Express,Delivered,2023-07-27
ORD11340,SHP10340,Standard,Failed,2024-12-27
ORD11341,SHP10341,Express,Delivered,2024-07-26
ORD11342,SHP10342,Same Day,Delivered,2025-03-14
ORD11343,SHP10343,Standard,Delivered,2025-03-17
ORD11344,SHP10344,Express,Delivered,2024-11-21
ORD11345,SHP10345,Express,Cancelled,2025-05-13
ORD11346,SHP10346,Standard,Delivered,2025-06-03
ORD11347,SHP10347,Standard,Delivered,2024-10-05
ORD11348,SHP10348,Standard,Delivered,2024-03-07
ORD11349,SHP10349,Standard,Delivered,2025-06-12
ORD11350,SHP10350,Standard,Delivered,2023-11-23
ORD11351,SHP10351,Express,Cancelled,2024-03-18
ORD11352,SHP10352,Standard,Delivered,2025-03-19
ORD11353,SHP10353,Standard,Delivered,2023-10-21
ORD11354,SHP10354,Same Day,Delivered,2023-08-15
ORD11355,SHP10355,Express,In Transit,2023-03-06
ORD11356,SHP10356,Same Day,Delivered,2024-07-15
ORD11357,SHP10357,Express,Delivered,2024-12-17
ORD11358,SHP10358,Express,Delivered,2024-05-13
ORD11359,SHP10359,Express,Delivered,2025-05-01
ORD11360,SHP10360,Standard,Cancelled,2023-03-05
ORD11361,SHP10361,Same Day,Delivered,2024-02-07
ORD11362,SHP10362,Express,Delivered,2023-09-16
ORD11363,SHP10363,Express,Delivered,2024-08-04
ORD11364,SHP10364,Express,Delivered,2023-08-28
ORD11365,SHP10365,Same Day,Delivered,2025-03-17
ORD11366,SHP10366,Express,Delivered,2023-02-13
ORD11367,SHP10367,Same Day,Delivered,2023-01-28
ORD11368,SHP10368,Same Day,Cancelled,2024-02-15
ORD11369,SHP10369,Standard,Delivered,2024-04-11
ORD11370,SHP10370,Express,Delivered,2024-07-26
ORD11371,SHP10371,Express,In Transit,2024-02-26
ORD11372,SHP10372,Same Day,Delivered,2023-12-27
ORD11373,SHP10373,Same Day,In Transit,2024-01-22
ORD11374,SHP10374,Standard,Delivered,2025-03-22
ORD11375,SHP10375,Express,Delivered,2023-06-13
ORD11376,SHP10376,Same Day,Cancelled,2024-07-26
ORD11377,SHP10377,Express,Delivered,2024-03-11
ORD11378,SHP10378,Express,Delivered,2023-02-22
ORD11379,SHP10379,Express,Delivered,2023-11-25
ORD11380,SHP10380,Same Day,Delivered,2024-03-10
ORD11381,SHP10381,Express,In Transit,2024-03-11
ORD11382,SHP10382,Same Day,Delivered,2023-03-02
ORD11383,SHP10383,Standard,In Transit,2024-08-03
ORD11384,SHP10384,Standard,Delivered,2023-09-29
ORD11385,SHP10385,Same Day,Cancelled,2023-03-12
ORD11386,SHP10386,Express,Delivered,2024-12-29
ORD11387,SHP10387,Standard,Delivered,2025-06-25
ORD11388,SHP10388,Standard,Delivered,2024-08-29
ORD11389,SHP10389,Same Day,Delivered,2024-03-28
ORD11390,SHP10390,Same Day,In Transit,2025-03-08
ORD11391,SHP10391,Same Day,Delivered,2023-09-15
ORD11392,SHP10392,Same Day,Delivered,2024-11-05
ORD11393,SHP10393,Same Day,In Transit,2024-05-05
ORD11394,SHP10394,Same Day,In Transit,2025-01-20
ORD11395,SHP10395,Same Day,Delivered,2024-10-09
ORD11396,SHP10396,Express,In Transit,2023-02-20
ORD11397,SHP10397,Express,Delivered,2024-10-25
ORD11398,SHP10398,Express,Delivered,2023-11-16
ORD11399,SHP10399,Express,Delivered,2024-02-23
ORD11400,SHP10400,Standard,Cancelled,2024-03-11
ORD11401,SHP10401,Express,Delivered,2023-01-07
ORD11402,SHP10402,Standard,Delivered,2025-04-21
ORD11403,SHP10403,Standard,Failed,2023-05-30
ORD11404,SHP10404,Standard,Delivered,2024-01-02
ORD11405,SHP10405,Same Day,In Transit,2024-02-25
ORD11406,SHP10406,Standard,In Transit,2024-07-31
ORD11407,SHP10407,Standard,Cancelled,2025-02-24
ORD11408,SHP10408,Standard,Delivered,2024-07-20
ORD11409,SHP10409,Same Day,Delivered,2025-04-26
ORD11410,SHP10410,Express,Failed,2024-03-21
ORD11411,SHP10411,Express,Delivered,2024-03-14
ORD11412,SHP10412,Standard,Delivered,2024-10-07
ORD11413,SHP10413,Standard,Delivered,2024-07-09
ORD11414,SHP10414,Express,Delivered,2023-02-27
ORD11415,SHP10415,Express,Failed,2024-07-17
ORD11416,SHP10416,Express,Delivered,2023-06-30
ORD11417,SHP10417,Express,Delivered,2023-10-23
ORD11418,SHP10418,Standard,Delivered,2023-02-20
ORD11419,SHP10419,Standard,Delivered,2023-06-20
ORD11420,SHP10420,Standard,Delivered,2023-10-02
ORD11421,SHP10421,Express,Delivered,2024-02-26
ORD11422,SHP10422,Same Day,Delivered,2025-05-02
ORD11423,SHP10423,Express,Delivered,2023-05-24
ORD11424,SHP10424,Express,Failed,2023-09-06
ORD11425,SHP10425,Same Day,Delivered,2023-05-30
ORD11426,SHP10426,Same Day,Delivered,2023-08-23
ORD11427,SHP10427,Express,Cancelled,2025-03-08
ORD11428,SHP10428,Same Day,Delivered,2024-10-02
ORD11429,SHP10429,Same Day,Failed,2024-12-07
ORD11430,SHP10430,Same Day,Delivered,2024-01-12
ORD11431,SHP10431,Express,Delivered,2023-03-22
ORD11432,SHP10432,Express,Delivered,2024-08-31
ORD11433,SHP10433,Same Day,Delivered,2025-01-10
ORD11434,SHP10434,Standard,In Transit,2023-03-10
ORD11435,SHP10435,Same Day,In Transit,2023-04-01
ORD11436,SHP10436,Same Day,Delivered,2023-04-02
ORD11437,SHP10437,Express,Delivered,2024-12-15
ORD11438,SHP10438,Standard,In Transit,2024-12-30
ORD11439,SHP10439,Same Day,Delivered,2023-07-25
ORD11440,SHP10440,Standard,In Transit,2024-01-21
ORD11441,SHP10441,Express,Delivered,2024-08-28
ORD11442,SHP10442,Standard,Delivered,2024-04-26
ORD11443,SHP10443,Express,Delivered,2024-07-28
ORD11444,SHP10444,Same Day,Delivered,2025-02-23
ORD11445,SHP10445,Express,Delivered,2024-08-31
ORD11446,SHP10446,Standard,Delivered,2025-03-31
ORD11447,SHP10447,Standard,Delivered,2024-06-26
ORD11448,SHP10448,Standard,Delivered,2023-08-07
ORD11449,SHP10449,Same Day,Delivered,2023-03-20
ORD11450,SHP10450,Standard,In Transit,2023-03-05
ORD11451,SHP10451,Standard,Delivered,2024-12-02
ORD11452,SHP10452,Standard,Delivered,2024-06-30
ORD11453,SHP10453,Express,Delivered,2023-08-08
ORD11454,SHP10454,Standard,Delivered,2023-01-14
ORD11455,SHP10455,Express,Delivered,2025-03-27
ORD11456,SHP10456,Standard,Delivered,2024-02-24
ORD11457,SHP10457,Express,Delivered,2023-02-07
ORD11458,SHP10458,Express,Delivered,2023-06-10
ORD11459,SHP10459,Same Day,Delivered,2023-08-29
ORD11460,SHP10460,Same Day,Cancelled,2025-01-10
ORD11461,SHP10461,Express,Delivered,2023-07-05
ORD11462,SHP10462,Express,Delivered,2025-04-09
ORD11463,SHP10463,Same Day,Delivered,2024-07-15
ORD11464,SHP10464,Express,Delivered,2023-12-12
ORD11465,SHP10465,Same Day,Delivered,2024-04-07
ORD11466,SHP10466,Same Day,Delivered,2023-03-25
ORD11467,SHP10467,Standard,Delivered,2024-10-12
ORD11468,SHP10468,Standard,Delivered,2025-02-13
ORD11469,SHP10469,Same Day,Delivered,2025-04-04
ORD11470,SHP10470,Same Day,Delivered,2025-02-01
ORD11471,SHP10471,Express,Delivered,2024-04-23
ORD11472,SHP10472,Same Day,Delivered,2024-11-07
ORD11473,SHP10473,Same Day,Delivered,2024-12-16
ORD11474,SHP10474,Standard,Delivered,2023-04-24
ORD11475,SHP10475,Same Day,Delivered,2023-10-25
ORD11476,SHP10476,Express,Delivered,2025-04-04
ORD11477,SHP10477,Same Day,Delivered,2024-09-26
ORD11478,SHP10478,Standard,Delivered,2024-01-20
ORD11479,SHP10479,Standard,Delivered,2023-01-20
ORD11480,SHP10480,Standard,Delivered,2024-05-12
ORD11481,SHP10481,Standard,Delivered,2023-11-29
ORD11482,SHP10482,Same Day,Delivered,2025-01-14
ORD11483,SHP10483,Express,Delivered,2025-05-25
ORD11484,SHP10484,Express,Delivered,2024-05-04
ORD11485,SHP10485,Express,Delivered,2024-02-14
ORD11486,SHP10486,Same Day,Delivered,2023-04-30
ORD11487,SHP10487,Same Day,Failed,2024-07-13
ORD11488,SHP10488,Same Day,Delivered,2025-06-04
ORD11489,SHP10489,Express,Delivered,2023-04-28
ORD11490,SHP10490,Same Day,Delivered,2025-03-06
ORD11491,SHP10491,Same Day,Delivered,2024-07-05
ORD11492,SHP10492,Standard,Delivered,2025-03-27
ORD11493,SHP10493,Standard,Delivered,2024-09-22
ORD11494,SHP10494,Express,Delivered,2024-07-04
